"01.010.07";"0376"
"01.011.05";"0376"
"01.016.02";"0376"
"01.017.03";"0376"
"01.024.05";"0376"
"01.027.11";"0376"
"01.029.03";"0376"
"01.030.01";"0376"
"01.030.09";"0376"
"01.030.21";"0376"
"01.031.18";"0376"
"01.036.14";"0376"
"01.051.01";"0376"
"01.057.03";"0376"
"01.065.07";"0376"
"01.069.08";"0376"
"01.070.11";"0376"
"01.071.03";"0376"
"01.073.06";"0376"
"01.077.05";"0376"
"01.082.06";"0376"
"01.088.05";"0376"
"01.094.16";"0376"
"01.104.02";"0376"
"01.119.08";"0376"
"01.121.11";"0376"
"01.125.01";"0376"
"01.130.09";"0377"
"01.163.10";"0377"
"01.164.13";"0377"
"01.179";"0377"
"01.190.04";"0377"
"01.191.10";"0377"
"02.018.07";"0377"
"02.019.07";"0377"
"02.023.16";"0377"
"02.024.05";"0377"
"02.027.04";"0377"
"02.031";"0377"
"02.031.05";"0377"
"02.039.03";"0377"
"03.001.16";"0377"
"03.004.11";"0377"
"03.032.14";"0377"
"03.036.01";"0377"
"03.038.02";"0377"
"03.038.07";"0377"
"03.045.05";"0377"
"03.048.01";"0377"
"03.055.09";"0377"
"04.001.03";"0377"
"04.001.03";"0377"
"04.003.10";"0377"
"04.013";"0377"
"04.006.02";"0377"
"04.007.11";"0377"
"04.010.08";"0377"
"04.016.03";"0377"
"04.026";"0377"
"04.027";"0377"
"04.027.01";"0377"
"04.053.06";"0377"
"04.054.03";"0377"
"04.054.05";"0377"
"04.055.01";"0377"
"05.032.01";"0377"
"05.045.06";"0377"
"05.056.03";"0377"
"05.066.03";"0377"
"06.018.08";"0377"
"06.018.12";"0377"
"06.027.08";"0377"
"06.028.03";"0377"
"06.033.05";"0377"
"06.037.01";"0377"
"06.047.09";"0377"
"06.054.08";"0377"
"06.055.01";"0377"
"06.058.01";"0377"
"06.066.01";"0377"
"06.067.05";"0377"
"06.075.08";"0377"
"07.001";"0009"
"07.001.01";"0009"
"07.001.02";"0010, 0377"
"07.001.03";"0011"
"07.001.04";"0011"
"07.001.07";"0012"
"07.001.08";"0012"
"07.001.11";"0012"
"07.001.12";"0012"
"07.001.14";"0012"
"07.001.15";"0012"
"07.001.17";"0012"
"07.001.19";"0013"
"07.001.21";"0013"
"07.001.22";"0013"
"07.001.23";"0013"
"07.002.02";"0013"
"07.002.05";"0013"
"07.002.06";"0014"
"07.002.11";"0014"
"07.003.01";"0014"
"07.003.02";"0014"
"07.003.03";"0014"
"07.003.04";"0014"
"07.003.06";"0014"
"07.003.07";"0015"
"07.003.08";"0015"
"07.003.09";"0015"
"07.004.02";"0015"
"07.004.03";"0015"
"07.004.06";"0015"
"07.004.07";"0015"
"07.004.08";"0016"
"07.005.01";"0016"
"07.005.02";"0016"
"07.005.03";"0016"
"07.005.04";"0016"
"07.005.06";"0016"
"07.005.07";"0016"
"07.006.01";"0016"
"07.006.02";"0017"
"07.006.03";"0017"
"07.006.05";"0017"
"07.006.06";"0017"
"07.006.07";"0017"
"07.007.01";"0017"
"07.007.02";"0017"
"07.007.03";"0017"
"07.007.04";"0017"
"07.007.06";"0017"
"07.007.07";"0017"
"07.008.01";"0018"
"07.008.02";"0018"
"07.008.03";"0018"
"07.008.04";"0018"
"07.008.05";"0018"
"07.009.01";"0018"
"07.009.02";"0018"
"07.009.06";"0018"
"07.010.02";"0021"
"07.010.04";"0022"
"07.011.01";"0022"
"07.011.03";"0022"
"07.012.03";"0022"
"07.013.01";"0022"
"07.013.03";"0022"
"07.014.01";"0022"
"07.015";"0022"
"07.015.08";"0022"
"07.015.09";"0022"
"07.015.12";"0022"
"07.015.14";"0022"
"07.016";"0022"
"07.016.02";"0022"
"07.016.03";"0023"
"07.016.04";"0023"
"07.016.05";"0023"
"07.016.08";"0023"
"07.016.11";"0023"
"07.017";"0023"
"07.018";"0023"
"07.018.01";"0026"
"07.018.02";"0026"
"07.018.03";"0026"
"07.018.04";"0026"
"07.018.05";"0026"
"07.018.06";"0027"
"07.018.07";"0028"
"07.018.08";"0028"
"07.018.09";"0028"
"07.018.10";"0029"
"07.018.12";"0029"
"07.018.14";"0029"
"07.018.15";"0029"
"07.018.16";"0029"
"07.018.17";"0029"
"07.018.20";"0030"
"07.018.21";"0030"
"07.018.22";"0030"
"07.018.23";"0030"
"07.018.24";"0030"
"07.019.01";"0031"
"07.019.02";"0031"
"07.019.04";"0031"
"07.019.05";"0031"
"07.019.06";"0031"
"07.019.07";"0031"
"07.019.08";"0031"
"07.019.09";"0031"
"07.019.10";"0031"
"07.019.11";"0031"
