zurich_lemmatype,zurich_lemma,zur-gra_rank,gra_lemma_id,revised (y/n)
nominal stem,devápsaras-,,devapsaras_4448,y
nominal stem,devápsarastama-,,devapsaras_4448,y
nominal stem,deváputra-,,devaputra_4447,y
nominal stem,devár-,,devf_4487,y
nominal stem,deváśatru-,,devaSatru_4468,y
nominal stem,devasenā́-,,devasenA_4474,y
nominal stem,deváśiṣṭa-,,devaSizwa_4470,y
nominal stem,deváśravas-,,devaSravas_4471,y
nominal stem,devaśrút-,,devaSrut_4472,y
nominal stem,devaśrúttama-,,devaka_4421,y
nominal stem,devastút-,,devastut_4475,y
nominal stem,devasumatí-,,devasumati_4473,y
nominal stem,devátā-,,devatA_4435,y
nominal stem,devátama-,,deva_4419,y
nominal stem,devátāt-,,devatAt_4437,y
nominal stem,devátāti-,,devatAti_4438,y
nominal stem,devátta-,,devatta_4439,y
nominal stem,devatvá-,,devatva_4441,y
nominal stem,devavā́hana-,,devavAhana_4464,y
nominal stem,devavandá-,,devavanda_4462,y
nominal stem,devávant-,,devavat_4461,y
nominal stem,devā́vant-,,devavat_4461,y
nominal stem,devávāta-,,devavAta_4463,y
nominal stem,devávātatama-,,devavAta_4463,y
nominal stem,devavī́-,,devavI_4465,y
nominal stem,devāvī́-,,devAvI_4485,y
nominal stem,devavī́tama-,,devavI_4465,y
nominal stem,devávīti-,,devavIti_4466,y
nominal stem,devávyacas-,,devavyacas_4467,y
nominal stem,devávyacastama-,,devavyacas_4467,y
nominal stem,devayā́-,,devayA_4456,y
nominal stem,devayajyā́-,,devayajya_4455,y
nominal stem,devayájya-,,devayajya_4454,y
nominal stem,devayā́na-,,devayAna_4457,y
nominal stem,devayā́van-,,devayAvan_4458,y
nominal stem,devayú-,,devayu_4459,y
nominal stem,deváyukta-,,devayukta_4460,y
nominal stem,devéddha-,,devedDa_4488,y
nominal stem,devéṣita-,,devezita_4489,y
nominal stem,devī́-,,devI_4486,y
nominal stem,devitama-,,devakAma_4423,y
nominal stem,devyà-,,devya_4490,y
nominal stem,dhákṣu-,,Dakzu_4625,y
nominal stem,dhāmadhā́-,,DAmaDA_4676,y
nominal stem,dhā́man-,,DAman_4677,y
nominal stem,dhamáni-,,Damani_4650,y
nominal stem,dhāmasác-,,DAmaSas_4678,y
nominal stem,dhána-,,Dana_4627,y
nominal stem,dhānā́-,,DAnA_4672,y
nominal stem,dhā́na-,,Dana_4627,y
nominal stem,dhanabhakṣá-,,DanaBakza_4631,y
nominal stem,dhanadā́-,,DanadA_4630,y
nominal stem,dhanajít-,,Danajit_4628,y
nominal stem,dhanaṃjayá-,,DanaMjaya_4629,y
nominal stem,dhánarc-,,Danarc_4632,y
nominal stem,dhanasá-,,DanasA_4633,y
nominal stem,dhanasā́-,,DanasA_4633,y
nominal stem,dhánasāti-,,DanasAti_4634,y
nominal stem,dhanaspŕ̥t-,,dhanaspft_4635,y
nominal stem,dhānā́vant-,,DAnAvat_4673,y
nominal stem,dhanín-,,Danin_4636,y
nominal stem,dhániṣṭha-,,DanizWa_4637,y
nominal stem,dhánu-,,Danu_4638,y
nominal stem,dhánur ~ dhánvan-,,Danvan_4645;Danus_4640,y
nominal stem,dhánutar-,,Danutf_4639,y
nominal stem,dhanvacará-,,Danvacara_4643,y
nominal stem,dhanvacyút-,,Danvacyut_4644,y
nominal stem,dhánvan-,,Danvan_4646,y
nominal stem,dhánvarṇas-,,DanvarRas_4647,y
nominal stem,dhanvāsáh-,,DanvAsah_4648,y
nominal stem,dhánya-,,Danya_4641,y
nominal stem,dhānyà-,,DAnya_4674,y
nominal stem,dhānyākŕ̥t-,,DAnyAkft_4675,y
nominal stem,dhā́rā- 1,,DArA_4688,y
nominal stem,dhā́rā- 2,,DArA_4689,y
nominal stem,dhā́rapūta-,,DArapUta_4683,y
nominal stem,dhāravāká-,,DAravAka_4687,y
nominal stem,dhārāvará-,,DArAvara_4690,y
nominal stem,dhārayátkavi-,,DArayatkavi_4684,y
nominal stem,dhārayátkṣiti-,,DArayatkziti_4685,y
nominal stem,dhārayú-,,DArayu_4686,y
nominal stem,dhárīman-,,DarIman_4651,y
nominal stem,dharmakŕ̥t-,,Darmakft_4657,y
nominal stem,dharmán-,,Darman_4658,y
nominal stem,dhárman-,,Darman_4659,y
nominal stem,dhármavant-,,Darmavat_4660,y
nominal stem,dharṇasí-,,DarRasi_4654,y
nominal stem,dharṇí-,,DarRi_4655,y
nominal stem,dhartár-,,Dartf_4656,y
nominal stem,dharúṇa-,,DaruRa_4652,y
nominal stem,dharúṇahvara-,,DaruRahvara_4653,y
nominal stem,dhāsí-,,DAsi_4694,y
nominal stem,dhātár-,,DAtf_4669,y
nominal stem,dhā́tar-,,DA_4664,y
nominal stem,dhā́tu-,,DAtu_4668,y
nominal stem,dhautárī-,,DOtarI_4757,y
nominal stem,dhautí-,,DOti_4758,y
nominal stem,dhávīyaṃs-,,DavIyas_4663,y
nominal stem,dhā́yas-,,DAyas_4680,y
nominal stem,dhāyú-,,DAyu_4681,y
nominal stem,dhā́yu-,,DAyu_4682,y
nominal stem,dhénā-,,DenA_4751,y
nominal stem,dhenú-,,Denu_4752,y
nominal stem,dhenumánt-,,Denumat_4753,y
nominal stem,dhéṣṭha-,,DezWa_4755,y
nominal stem,dhī́-,,DI_4710,y
nominal stem,dhījávana-,,DIjavana_4711,y
nominal stem,dhījū́-,,DIjU_4712,y
nominal stem,dhī́ra-,,DIra_4715,y
nominal stem,dhī́raṇa-,,DIraRa_4716,y
nominal stem,dhīryà-,,DIrya_4717,y
nominal stem,dhiṣā́-,,DizA_4707,y
nominal stem,dhiṣáṇā-,,DizaRA_4705,y
nominal stem,dhíṣṇya-,,DizRya_4708,y
nominal stem,dhitā́van-,,DitAvan_4696,y
nominal stem,dhītí-,,DIti_4714,y
nominal stem,dhī́vant-,,DIvat_4718,y
nominal stem,dhiyājúr-,,DiyAjur_4701,y
nominal stem,dhiyaṃdhā́-,,DiyaMDA_4699,y
nominal stem,dhiyaṃjinvá-,,DiyaMjinva_4698,y
nominal stem,dhiyasāná-,,DiyasAna_4700,y
nominal stem,dhiyā́vasu-,,DiyAvasu_4704,y
nominal stem,dhiyāyú-,,DiyAyu_4703,y
nominal stem,dhmātár-,,DmAtf_4761,y
nominal stem,dhmā́tar-,,DmAtf_4761,y
nominal stem,dhrájas-,,Drajas_4766,y
nominal stem,dhrā́ji-,,DrAji_4768,y
nominal stem,dhrájīmant-,,DrajImat_4767,y
nominal stem,dhr̥ṣádvarṇa-,,DfzadvarRa_4745,y
nominal stem,dhr̥ṣadvín-,,Dfzadvin_4746,y
nominal stem,dhr̥ṣáj-,,Dfzaj_4743,y
nominal stem,dhr̥ṣanmanas-,,Dfzanmanas_4747,y
nominal stem,dhr̥ṣṇú-,,DfzRu_4748,y
nominal stem,dhr̥ṣṇúṣeṇa-,,DfzRuzeRa_4749,y
nominal stem,dhr̥ṣṇvòjas-,,DfzRvojas_4750,y
nominal stem,dhr̥tádakṣa-,,Dftadakza_4739,y
nominal stem,dhr̥távrata-,,Dftavrata_4740,y
nominal stem,dhrúti-,,Druti_4771,y
nominal stem,dhruvá-,,Druva_4772,y
nominal stem,dhruvacyút-,,Druvacyut_4774,y
nominal stem,dhruvákṣema-,,Druvakzema_4773,y
nominal stem,dhruvás-,,Druvas_4775,y
nominal stem,dhruví-,,Druvi_4776,y
nominal stem,dhūmá-,,DUma_4730,y
nominal stem,dhūmágandhi-,,DUmaganDi_4732,y
nominal stem,dhūmáketu-,,DUmaketu_4731,y
nominal stem,dhūmín-,,DUmin_4733,y
nominal stem,dhunéti-,,Duneti_4724,y
nominal stem,dhúni-,,Duni_4720,y
nominal stem,dhúnīcúmuri-,,DunIcumuri_4723;cumuri_3320,y
nominal stem,dhúnimant-,,Dunimat_4721,y
nominal stem,dhúnivrata-,,Dunivrata_4722,y
nominal stem,dhúr-,,Dur_4726,y
nominal stem,dhūrṣád-,,DUrzad_4737,y
nominal stem,dhūrtí-,,DUrti_4734,y
nominal stem,dhū́ti-,,DUti_4728,y
nominal stem,dhvajá-,,Dvaja_4779,y
nominal stem,dhvanyà-,,Dvanya_4782,y
nominal stem,dhvarás-,,Dvaras_4783,y
nominal stem,dhvasáni-,,Dvasani_4785,y
nominal stem,dhvasánti-,,Dvasanti_4786,y
nominal stem,dhvasirá-,,Dvasira_4787,y
nominal stem,dhvasmán-,,Dvasman_4788,y
nominal stem,dhvasmanvánt-,,Dvasmanvat_4789,y
nominal stem,dhvasrá-,,Dvasra_4790,y
nominal stem,dhyā́-,,DyA_4762,y
nominal stem,didhiṣā́yya-,,diDizAyya_4223,y
nominal stem,didhiṣú-,,diDizu_4224,y
nominal stem,dī́dhiti-,,dIDiti_4260,y
nominal stem,dī́divi-,,dIdivi_4259,y
nominal stem,didr̥kṣéṇya-,,didfkzeRya_4219,y
nominal stem,didr̥kṣéya-,,didfkzeya_4220,y
nominal stem,didŕ̥kṣu-,,didfkzu_4218,y
nominal stem,dīdyagnī-,,dIdyagni_4258,y
nominal stem,didyú-,,didyu_4221,y
nominal stem,didyút-,,didyut_4222,y
nominal stem,dīná-,,dIna_4261,y
nominal stem,dīnádakṣa-,,dInadakza_4263,y
nominal stem,dīnátā-,,dInatA_4262,y
nominal stem,dipsú-,,dipsu_4227,y
nominal stem,dīrghá-,,dIrGa_4265,y
nominal stem,dīrghā́dhī-,,dIrGADI_4276,y
nominal stem,dīrghajihvyà-,,dIrGajihvya_4266,y
nominal stem,dīrghánītha-,,dIrGanITa_4269,y
nominal stem,dīrgháprasadman-,,dIrGaprasadman_4271,y
nominal stem,dīrgháprayajyu-,,dIrGaprayajyu_4270,y
nominal stem,dīrghā́psas-,,dIrGApsas_4277,y
nominal stem,dīrgháśravas-,,dIrGaSravas_4274,y
nominal stem,dīrghaśrút-,,dIrGaSrut_4275,y
nominal stem,dīrghaśrúttama-,,dIrGaSrut_4275,y
nominal stem,dīrghátama-,,dIrGatamas_4268,y
nominal stem,dīrghátantu-,,dIrGatantu_4267,y
nominal stem,dīrgháyaśas-,,dIrGayaSas_4272,y
nominal stem,dīrghayāthá-,,dIrGayATa_4273,y
nominal stem,dīrghāyu-,,dIrGAyu_4278,y
nominal stem,dīrghā́yuṣ-,,dIrGAyus_4281,y
nominal stem,dīrghā́yuśociṣ-,,dIrGAyuSocis_4280,y
nominal stem,dīrghāyutvá-,,dIrGAyutva_4279,y
nominal stem,díś-,,diS_4251,y
nominal stem,díti-,,diti_4215,y
nominal stem,ditsú-,,ditsu_4217,y
nominal stem,dī́v-,,dIv_4282,y
nominal stem,divákṣas-,,divakzas_4233,y
nominal stem,dívātara-,,divAtara_4235,y
nominal stem,divāvasu-,,divAvasu_4236,y
nominal stem,divijā́-,,divijA_4239,y
nominal stem,divikṣayá-,,divikzaya_4237,y
nominal stem,divikṣít-,,divikzit_4238,y
nominal stem,divispŕ̥ś-,,divispfS_4245,y
nominal stem,díviṣṭi-,,divizwi_4244,y
nominal stem,divít-,,divit_4240,y
nominal stem,divítmant-,,divitmat_4241,y
nominal stem,diviyáj-,,diviyaj_4242,y
nominal stem,divíyoni-,,diviyoni_4243,y
nominal stem,dívodāsa-,,divodAsa_4247,y
nominal stem,divojā́-,,divojA_4246,y
nominal stem,divorúc-,,divoruc_4248,y
nominal stem,divyá-,,divya_4249,y
nominal stem,díya-,,diya_4228,y
nominal stem,dódhat-,,duD_4289,y
nominal stem,dógha-,,doGa_4500,y
nominal stem,dóha-,,doha_4506,y
nominal stem,dohánā-,,dohana_4507,y
nominal stem,dóhas-,,dohas_4508,y
nominal stem,dós-,,dos_4505,y
nominal stem,doṣā́-,,dozA_4503,y
nominal stem,doṣaṇyà-,,dozaRya_4502,y
nominal stem,doṣāvastar-,,dozAvastf_4504,y
nominal stem,drā́ghiṣṭha-,,drAGizWa_4558,y
nominal stem,drā́ghīyaṃs-,,drAGIyas_4559,y
nominal stem,drāghmán-,,drAGman_4560,y
nominal stem,drāpí-,,drApi_4561,y
nominal stem,drapsá-,,drapsa_4535,y
nominal stem,drapsín-,,drapsin_4536,y
nominal stem,dravá-,,drava_4537,y
nominal stem,draváccakra-,,dravaccakra_4538,y
nominal stem,dravádaśva-,,dravadaSva_4541,y
nominal stem,dravará-,,dravara_4542,y
nominal stem,dravátpāṇi-,,dravatpARi_4540,y
nominal stem,drāvayátsakha-,,drAvayatsaKa_4562,y
nominal stem,drāvayitnú-,,drAvayitnu_4563,y
nominal stem,draví-,,dravi_4543,y
nominal stem,dráviṇa-,,draviRa_4544,y
nominal stem,dráviṇas-,,draviRas_4545,y
nominal stem,dráviṇasvant-,,draviRasvat_4547,y
nominal stem,draviṇasyú-,,draviRasyu_4546,y
nominal stem,draviṇodá-,,draviRoda_4548,y
nominal stem,draviṇodā́-,,draviRoda_4548,y
nominal stem,draviṇodas-,,draviRodas_4549,y
nominal stem,drāviṇodasá-,,draviRodas_4549,y
nominal stem,draviṇovíd-,,draviRovid_4551,y
nominal stem,dravitár-,,dravitf_4552,y
nominal stem,dravitnú-,,dravitnu_4553,y
nominal stem,dŕ̥bhīka-,,dfBIka_4405,y
nominal stem,dr̥dhrá-,,dfDra_4403,y
nominal stem,drógha-,,droGa_4576,y
nominal stem,dróghamitra-,,droGamitra_4577,y
nominal stem,droghavā́c-,,droGavAc_4578,y
nominal stem,dróṇa-,,droRa_4579,y
nominal stem,dróṇāhāva-,,droRAhAva_4581,y
nominal stem,droṇasác-,,droRasAc_4580,y
nominal stem,dróṇya-,,droRya_4582,y
nominal stem,droṇyàśva-,,droRyaSva_4583,y
nominal stem,dŕ̥ś-,,dfS_4407,y
nominal stem,dr̥ṣád-,,dfzad_4414,y
nominal stem,dr̥ṣádvatī-,,dfzadvatI_4415,y
nominal stem,dr̥śatí-,,dfSati_4408,y
nominal stem,dr̥śénya-,,dfSenya_4412,y
nominal stem,dr̥śīkā́-,,dfSIkA_4411,y
nominal stem,dŕ̥śīka-,,dfSIka_4410,y
nominal stem,dr̥ṣṭávīrya-,,dfzwavIrya_4416,y
nominal stem,dŕ̥śya-,,dfSya_4413,y
nominal stem,dŕ̥ti-,,dfti_3010,y
nominal stem,drughaṇá-,,druGaRa_4566,y
nominal stem,drúh-,,druh_4571,y
nominal stem,druhaṃtará-,,druhaMtara_4572,y
nominal stem,drúhvan-,,druhvan_4574,y
nominal stem,druhyú-,,druhyu_4573,y
nominal stem,drupadá-,,drupada_4567,y
nominal stem,druṣád-,,druzad_4568,y
nominal stem,druṣádvan-,,druzadvan_4569,y
nominal stem,drvànna-,,drvanna_4584,y
nominal stem,duchúnā-,,duCunA_4287,y
nominal stem,dúdhi-,,duDi_4290,y
nominal stem,dúdhita-,,duD_4289,y
nominal stem,dudhrá-,,duDra_4291,y
nominal stem,dudhrakŕ̥t-,,duDrakft_4292,y
nominal stem,dudhrávāc-,,duDravAc_4293,y
nominal stem,dúgha-,,duGa_4286,y
nominal stem,duhitár-,,duhitf_4378,y
nominal stem,duḥṣáhas-,,duHzaha_4375,y
nominal stem,duḥśáṃsa-,,duHSaMsa_4361,y
nominal stem,duḥśā́su-,,duHSAsu_4362,y
nominal stem,duḥśéva-,,duHSeva_4364,y
nominal stem,duḥśī́ma-,,duHSIma_4363,y
nominal stem,dūḷábha-,,dUqaBa_4379,y
nominal stem,dūḷhī́-,,dUQI_4381,y
nominal stem,dūṇáśa-,,dURaSa_4382,y
nominal stem,dūṇā́śa- 1,,dURASa_4383,y
nominal stem,dūṇā́śa- 2,,dURASa_4384,y
nominal stem,dundubhí-,,dunduBi_4294,y
nominal stem,durá-,,dura_4296,y
nominal stem,dūrá-,,dUra_4388,y
nominal stem,dūrá:upabd-,,dUraupabda_4391,y
nominal stem,dūráādhī-,,dUraADI_4390,y
nominal stem,dūráādiś-,,dUraAdiS_4389,y
nominal stem,durādhárṣa-,,durADarza_4298,y
nominal stem,durādhī́-,,durADI_4299,y
nominal stem,dūraká-,,dUraka_4392,y
nominal stem,durāpaná-,,durApana_4300,y
nominal stem,dúrāśir-,,durASir_4302,y
nominal stem,duratyétu-,,duratyetu_4297,y
nominal stem,durāvyà-,,durAvya_4301,y
nominal stem,durbhr̥tí-,,durBfti_4327,y
nominal stem,durdhā́-,,durDA_4323,y
nominal stem,durdhára-,,durDara_4320,y
nominal stem,durdhárītu-,,durDarItu_4321,y
nominal stem,durdhártu-,,durDartu_4322,y
nominal stem,dúrdhita-,,durDita_4324,y
nominal stem,durdhúr-,,durDur_4325,y
nominal stem,durdŕ̥śīka-,,durdfSIka_4319,y
nominal stem,dūréanta-,,dUreanta_4393,y
nominal stem,dūréartha-,,dUrearTa_4394,y
nominal stem,dūrébhās-,,dUreBAs_4396,y
nominal stem,dūredŕ̥ś-,,dUredfS_4395,y
nominal stem,duréva-,,dureva_4305,y
nominal stem,durgá-,,durga_4313,y
nominal stem,durgáha-,,durgaha_4314,y
nominal stem,durgŕ̥bhi-,,durgfBi_4315,y
nominal stem,durgŕ̥bhiśvan-,,durgfBiSvan_4316,y
nominal stem,durháṇā-,,durhaRA_4344,y
nominal stem,durháṇāvant-,,durhaRAvat_4347,y
nominal stem,durhaṇāyú-,,durhaRAyu_4346,y
nominal stem,durhaṇu-,,durhaRu_4348,y
nominal stem,dúrhita-,,durhita_4349,y
nominal stem,durhr̥ṇāyú-,,durhfRAyu_4350,y
nominal stem,duritá-,,durita_4303,y
nominal stem,durmáda-,,durmada_4331,y
nominal stem,durmánman-,,durmanman_4333,y
nominal stem,durmántu-,,durmantu_4332,y
nominal stem,durmárṣa-,,durmarza_4334,y
nominal stem,durmatí-,,durmati_4330,y
nominal stem,durmāyú-,,durmAyu_4335,y
nominal stem,durmitrá-,,durmitra_4336,y
nominal stem,durṇā́man-,,durRAman_4318,y
nominal stem,durniyántu-,,durniyantu_4326,y
nominal stem,duróka-,,duroka_4306,y
nominal stem,durókaśocis-,,durokaSocis_4307,y
nominal stem,duroṇá-,,duroRa_4308,y
nominal stem,duroṇasád-,,duroRasad_4310,y
nominal stem,duroṇayú-,,duroRayu_4309,y
nominal stem,duróṣa-,,duroza_4311,y
nominal stem,duróṣas-,,durozas_4312,y
nominal stem,duruktá-,,durukta_4304,y
nominal stem,dū́rvā-,,dUrvA_4397,y
nominal stem,durvártu-,,durvartu_4340,y
nominal stem,durvā́sas-,,durvAsas_4341,y
nominal stem,durvidátra-,,durvidatra_4342,y
nominal stem,dúrvidvaṃs-,,durvidvas_4343,y
nominal stem,dúrya-,,durya_4337,y
nominal stem,duryoṇá-,,duryoRa_4339,y
nominal stem,duryúj-,,duryuj_4338,y
nominal stem,duścyavaná-,,duScyavana_4360,y
nominal stem,duṣkŕ̥t-,,duzkft_4366,y
nominal stem,duṣkr̥tá-,,duzkfta_4367,y
nominal stem,duṣpád-,,duzpad_4371,y
nominal stem,duṣparihántu-,,duzparihantu_4372,y
nominal stem,duṣprāvī́-,,duzprAvI_4373,y
nominal stem,duṣṭára-,,duzwara_4368,y
nominal stem,duṣṭárītu-,,duzwarItu_4369,y
nominal stem,duṣṭutí-,,duzwuti_4370,y
nominal stem,duṣvápnya-,,duzvapnya_4374,y
nominal stem,dūtá-,,dUta_4385,y
nominal stem,dūtī́-,,dUtI_4386,y
nominal stem,dūtyà-,,dUtya_4387,y
nominal stem,duvanyasád-,,duvanyasad_4352,y
nominal stem,duvás-,,duvas_4353,y
nominal stem,dúvas-,,duvas_4354,y
nominal stem,duvasaná-,,duvasana_4355,y
nominal stem,duvasyú-,,duvasyu_4357,y
nominal stem,duvoyā́-,,duvoyA_4358,y
nominal stem,duvoyú-,,duvoyu_4359,y
nominal stem,dvá-,,dva_4585,y
nominal stem,dvādaśá-,,dvAdaSa_4596,y
nominal stem,dvā́daśa-,,dvAdaSan_4597,y
nominal stem,dvā́daśākr̥ti-,,dvAdaSAkfti_4598,y
nominal stem,dvā́daśāra-,,dvAdaSAra_4599,y
nominal stem,dvaká-,,dvaka_4586,y
nominal stem,dvā́r-,,dvAr_4600,y
nominal stem,dvará-,,dvara_4593,y
nominal stem,dvarí(n)-,,dvari_4595,y
nominal stem,dvayá-,,dvaya_4587,y
nominal stem,dvayāvín-,,dvayAvin_4590,y
nominal stem,dvayú-,,dvayu_4591,y
nominal stem,dvéṣas-,,dvezas_4623,y
nominal stem,dveṣoyút-,,dvezoyut_4624,y
nominal stem,dvibándhu-,,dvibanDu_4611,y
nominal stem,dvibárhajman-,,dvibarhajman_4612,y
nominal stem,dvibárhas-,,dvibarhas_4613,y
nominal stem,dvidhā́ra-,,dviDAra_4609,y
nominal stem,dvijā́-,,dvijA_4603,y
nominal stem,dvijā́ni-,,dvijAni_4604,y
nominal stem,dvijánman-,,dvijanman_4602,y
nominal stem,dvimātár-,,dvimAtf_4614,y
nominal stem,dvīpá-,,dvIpa_4621,y
nominal stem,dvipád-,,dvipad_4610,y
nominal stem,dvíṣ-,,dviz_4618,y
nominal stem,dvíśavas-,,dviSavas_4616,y
nominal stem,dvitá-,,dvita_4605,y
nominal stem,dvitī́ya-,,dvitIya_4607,y
nominal stem,dvivartaní-,,dvivartani_4615,y
nominal stem,dyā́vā-kṣā́mā-,,dyAvAkzam_4510,y
nominal stem,dyā́vābhū́mī-,,dyAvABUmi_4512,y
nominal stem,dyā́vāpr̥thivī́-,,dyAvApfTivI_4511,y
nominal stem,dyótana-,,dyotana_4532,y
nominal stem,dyotaní-,,dyotani_4533,y
nominal stem,dyú- ~ div-,,div_4231;dyu_4513,y
nominal stem,dyúbhakta-,,dyuBakta_4520,y
nominal stem,dyugát-,,dyugat_4516,y
nominal stem,dyukṣá-,,dyukza_4514,y
nominal stem,dyukṣátama-,,dyukza_4514,y
nominal stem,dyukṣávacas-,,dyukzavacas_4515,y
nominal stem,dyumánt-,,dyumat_4521,y
nominal stem,dyumáttama-,,dyumat_4521,y
nominal stem,dyumná-,,dyumna_4522,y
nominal stem,dyumnáhūti-,,dyumnahUti_4527,y
nominal stem,dyumnāsáh-,,dyumnAsah_4528,y
nominal stem,dyumnásāti-,,dyumnasAti_4526,y
nominal stem,dyumnáśravas-,,dyumnaSravas_4525,y
nominal stem,dyumnávant-,,dyumnavat_4523,y
nominal stem,dyumnavárdhana-,,dyumnavarDana_4524,y
nominal stem,dyumnávattama-,,dyumnavat_4523,y
nominal stem,dyumnín-,,dyumnin_4529,y
nominal stem,dyumníntama-,,dyumnin_4529,y
nominal stem,dyumnítama-,,dyumnin_4529,y
nominal stem,dyút-,,dyut_4518,y
nominal stem,dyutádyāman-,,dyutadyAman_4519,y
nominal stem,édha-,,eDa_2305,y
nominal stem,edhamānadvíṣ-,,eDamAnadviz_2307,y
nominal stem,edhatú-,,eDatu_2306,y
nominal stem,éhimāya-,,ehimAya_2332,y
nominal stem,éka-,,eka_2274,y
nominal stem,ékacakra-,,ekacakra_2276,y
nominal stem,ekādaśá-,,ekAdaSa_2286;ekAdaSa_12252,y
nominal stem,ékādaśa-,,ekAdaSan_2287,y
nominal stem,ékadhenu-,,ekaDenu_2279,y
nominal stem,ekadyū́-,,ekadyU_2278,y
nominal stem,ekajá-,,ekaja_2277,y
nominal stem,ekaká-,,ekaka_2275,y
nominal stem,ékapad-,,ekapad_2280,y
nominal stem,ekapará-,,ekapara_2281,y
nominal stem,ekarā́j-,,ekarAj_2282,y
nominal stem,ékarūpa-,,ekarUpa_2283,y
nominal stem,ékaśata-,,ekaSata_2285,y
nominal stem,ekavīrá-,,ekavIra_2284,y
nominal stem,ékāyu-,,ekAyu_2288,y
nominal stem,ékeṣa-,,ekeza_2289,y
nominal stem,éman-,,eman_2314,y
nominal stem,emuṣá-,,ekeza_2289,y
nominal stem,énas-,,enas_2310,y
nominal stem,énasvant-,,enasvat_2311,y
nominal stem,éṣa-,,eza_2327,y
nominal stem,eṣá- 1,,eza_2325,y
nominal stem,eṣá- 2,,eza_2326,y
nominal stem,eṣaiṣyà-,,ezEzya_2329,y
nominal stem,éṣṭi-,,ezwi_2330,y
nominal stem,éta-,,eta_2293,y
nominal stem,etādŕ̥ś-,,etAdfS_2299,y
nominal stem,étagva-,,etagva_2294,y
nominal stem,etár-,,etarI_2297,y
nominal stem,étaśa-,,etaSa_2298,y
nominal stem,etā́vant-,,etAvat_2300,y
nominal stem,éti-,,eti_2301,y
nominal stem,éva-,,eva_2316,y
nominal stem,evā́ra-,,evAra_2322,y
nominal stem,evāvadá-,,evAvada_2323,y
nominal stem,evayā́-,,evayA_2319,y
nominal stem,evayā́marut-,,evayAmarut_2320,y
nominal stem,evayā́van-,,evayAvan_2321,y
nominal stem,gábhasti-,,gaBasti_2898,y
nominal stem,gábhastipūta-,,gaBastipUta_2899,y
nominal stem,gabhīrá-,,gaBIra_2900,y
nominal stem,gabhīrávepas-,,gaBIravepas_2901,y
nominal stem,gādhá-,,gADa_2961,y
nominal stem,gádhya-,,gaDya_2890,y
nominal stem,gāhá-,,gAha_2972,y
nominal stem,gáhana-,,gahana_2946,y
nominal stem,gairikṣitá-,,gErikzita_3031,y
nominal stem,gáldā-,,galdA_2928,y
nominal stem,gambhára-,,gamBara_2905,y
nominal stem,gambhīrá-,,gamBIra_2906,y
nominal stem,gambhīracetas-,,gamBIracetas_2907,y
nominal stem,gambhīráśaṃsa-,,gamBIraSaMsa_2909,y
nominal stem,gambhīrávepas-,,gamBIravepas_2908,y
nominal stem,gámiṣṭha-,,gamizWa_2904,y
nominal stem,gaṇá-,,gaRa_2881,y
nominal stem,gaṇápati-,,gaRapati_2882,y
nominal stem,gaṇaśrí-,,gaRaSri_2883,y
nominal stem,gandhá-,,ganDa_2893,y
nominal stem,gandhā́ri-,,ganDAri_2896,y
nominal stem,gandharvá-,,ganDarva_2894,y
nominal stem,gā́ndharva-,,gAnDarva_2962,y
nominal stem,gandharvī́-,,ganDarvI_2895,y
nominal stem,gaṅgā-,,gaNgA_2880,y
nominal stem,gāṅgyá-,,gANgya_2949,y
nominal stem,gántar-,,gam_2902,y
nominal stem,gáṇya-,,gaRya_2884,y
nominal stem,gárbha-,,garBa_2922,y
nominal stem,garbhadhí-,,garBaDi_2924,y
nominal stem,gárbharasa-,,garBarasa_2925,y
nominal stem,garbhatvá-,,garBatva_2923,y
nominal stem,garbhín-,,garBin_2926,y
nominal stem,gardabhá-,,gardaBa_2921,y
nominal stem,gárgara-,,gargara_2917,y
nominal stem,gā́rhapatya-,,gArhapatya_2970,y
nominal stem,gārṣṭeyá-,,gArzweya_2969,y
nominal stem,gárta-,,garta_2918,y
nominal stem,gartārúh-,,gartAruh_2920,y
nominal stem,gartasád-,,gartasad_2919,y
nominal stem,garútmant-,,garutmat_2916,y
nominal stem,gatā́su-,,gatAsu_2885,y
nominal stem,gāthá-,,gATA_2959,y
nominal stem,gā́thā-,,gATA_2959,y
nominal stem,gāthānī́-,,gATAnI_12313,y
nominal stem,gāthápati-,,gATapati_2957,y
nominal stem,gātháśravas-,,gATaSravas_2958,y
nominal stem,gāthín-,,gATin_2960,y
nominal stem,gáti-,,gati_2886,y
nominal stem,gā́tra-,,gAtra_2955,y
nominal stem,gātú-,,gAtu_2950,y
nominal stem,gātumánt-,,gAtumat_2952,y
nominal stem,gātuvíd-,,gAtuvid_2954,y
nominal stem,gātuvíttama-,,gAtuvid_2954,y
nominal stem,gātuvíttara-,,gAtuvid_2954,y
nominal stem,gaurá-,,gOra_3091;gOra_12326,y
nominal stem,gaurī́-,,gOra_3091,y
nominal stem,gaúrivīti-,,gOrivIti_3092,y
nominal stem,gáv- ~ gó-,,go_3032,y
nominal stem,gávāśir-,,gavASir_2931,y
nominal stem,gavayá-,,gavaya_2930,y
nominal stem,gavéṣaṇa-,,gavezaRa_2936,y
nominal stem,gavíṣ-,,gaviz_2932,y
nominal stem,gaviṣá-,,gaviza_2933,y
