zurich_lemmatype,zurich_lemma,zur-gra_rank,gra_lemma_id,revised (y/n)
nominal stem,purumīḷhá-,,purumIQa_5614,y
nominal stem,purumitrá-,,purumitra_5613,y
nominal stem,puruṇāman-,,puruRAman_5577,y
nominal stem,puruniṣṣídh-,,purunizziD_5594,y
nominal stem,puruniṣṣídhvan-,,purunizziDvan_5595,y
nominal stem,puruniṣṭhá-,,purunizWa_5593,y
nominal stem,puruniṣṭhā́-,,purunizWa_5593,y
nominal stem,puruṇīthá-,,puruRITa_5578,y
nominal stem,purunr̥mṇá-,,purunfmRa_5596,y
nominal stem,purupánthā-,,purupanTA_5597,y
nominal stem,purupéśa-,,purupeSa_5599,y
nominal stem,purupéśas-,,purupeSas_5600,y
nominal stem,purupraiṣá-,,puruprEza_5604,y
nominal stem,purupraíṣa-,,puruprEza_5605,y
nominal stem,puruprajātá-,,puruprajAta_5601,y
nominal stem,purupraśastá-,,purupraSasta_5602,y
nominal stem,purupriyá-,,purupriya_5603,y
nominal stem,puruputrá-,,puruputra_5598,y
nominal stem,pururátha-,,pururaTa_5616,y
nominal stem,purūrávas-,,purUravas_5643,y
nominal stem,purūrú-,,purUru_5644,y
nominal stem,pururúc-,,purUruc_5645,y
nominal stem,pururū́pa-,,pururUpa_5618,y
nominal stem,púruṣa-,,puruza_5629,y
nominal stem,pū́ruṣa-,,pUruza_5691,y
nominal stem,pūruṣā́d-,,pUruzAd_5693,y
nominal stem,pūruṣaghná-,,pUruzaGna_5692,y
nominal stem,puruśā́ka-,,puruSaka_5627,y
nominal stem,puruśā́katama-,,puruSaka_5627,y
nominal stem,purusambhr̥tá-,,purusaMBfta_5637,y
nominal stem,puruṣánti-,,puruzanti_5633,y
nominal stem,puruṣátā-,,puruzatA_5630,y
nominal stem,puruṣatvátā-,,puruzatvatA_5632,y
nominal stem,pūruṣatvátā-,,puruzatvatA_5632,y
nominal stem,puruścandrá-,,puruScandra_5628,y
nominal stem,puruṣī́-,,puruzI_5634,y
nominal stem,puruspŕ̥h-,,puruspfh_5638,y
nominal stem,puruṣṭutá-,,puruzwuta_5635,y
nominal stem,puruṣyà-,,puruzya_5636,y
nominal stem,purutáma-,,purutama_5579,y
nominal stem,purūtáma-,,purUtama_5642;purutama_5579,y
nominal stem,purutmán-,,purutman_5580,y
nominal stem,purutrā-,,purutrA_5581,y
nominal stem,puruvā́ja-,,puruvAja_5620,y
nominal stem,puruvā́ra-,,puruvAra_5622,y
nominal stem,puruvā́rapuṣṭi-,,puruvArapuzwi_5623,y
nominal stem,puruvárpas-,,puruvarpas_5619,y
nominal stem,purūvásu-,,purUvasu_5646,y
nominal stem,puruvépas-,,puruvepas_5625,y
nominal stem,puruvī́ra-,,puruvIra_5624,y
nominal stem,puruvratá-,,puruvrata_5626,y
nominal stem,pū́rva-,,pUrva_5702,y
nominal stem,pūrvabháj-,,pUrvaBaj_5713,y
nominal stem,pūrvácitti-,,pUrvacitti_5704,y
nominal stem,pūrvagátvan-,,pUrvagatvan_5703,y
nominal stem,pūrvāhṇá-,,pUrvAhRa_5720,y
nominal stem,pūrváhūti-,,pUrvahUti_5717,y
nominal stem,pūrvajá-,,pUrvaja_5705,y
nominal stem,pūrvajā́-,,pUrvaja_5705,y
nominal stem,pūrvajā́van-,,pUrvajAvan_5707,y
nominal stem,purvaṇīka-,,purvanIka_5662,y
nominal stem,pūrvapā́-,,pUrvapA_5709,y
nominal stem,pūrvāpará-,,pUrvApara_5718,y
nominal stem,pūrvapā́yya-,,pUrvapAyya_5710,y
nominal stem,pūrvapéya-,,pUrvapeya_5712,y
nominal stem,pūrvápīti-,,pUrvapIti_5711,y
nominal stem,pūrvasū́-,,pUrvasU_5716,y
nominal stem,pū́rvatara-,,pUrvApara_5718,y
nominal stem,pūrvayā́van-,,pUrvayAvan_5714,y
nominal stem,pūrvāyús-,,pUrvAyus_5719,y
nominal stem,pūrvyá-,,pUrvya_5721,y
nominal stem,pū́rvya-,,pUrvya_5722,y
nominal stem,pūrvyástuti-,,pUrviastuti_5723,y
nominal stem,púrya-,,purya_5661,y
nominal stem,pūṣán-,,pUzan_5727,y
nominal stem,pūṣaṇá-,,pUzaRa_5724,y
nominal stem,pūṣáṇa-,,pUzaRa_5724,y
nominal stem,pūṣaṇvánt-,,pUzaRvat_5726,y
nominal stem,pū́ṣarāti-,,pUzarAti_5728,y
nominal stem,pūṣaryà-,,pUzarya_5729,y
nominal stem,púṣkara-,,puzkara_5667,y
nominal stem,púṣkarasraj-,,puzkarasraj_5668,y
nominal stem,puṣkaríṇī-,,puzkariRI_5669,y
nominal stem,púṣpavant-,,puzpavat_5678,y
nominal stem,puṣpín-,,puzpin_5679,y
nominal stem,puṣṭā́vant-,,puzwAvat_5671,y
nominal stem,puṣṭí-,,puzwi_5672,y
nominal stem,púṣṭigu-,,puzwigu_5673,y
nominal stem,puṣṭimánt-,,puzwimat_5674,y
nominal stem,puṣṭimbhará-,,puzwimBara_5675,y
nominal stem,puṣṭivárdhana-,,puzwivarDana_5676,y
nominal stem,púṣya-,,puzya_5680,y
nominal stem,pūtabándhana-,,pUtabanDana_5688,y
nominal stem,pūtábandhu-,,pUtabanDu_5689,y
nominal stem,pūtádakṣa-,,pUtadakza_5686,y
nominal stem,pūtádakṣas-,,pUtadakzas_5687,y
nominal stem,pūtákratā-,,pUtakratA_5684,y
nominal stem,pūtákratu-,,pUtakratu_5685,y
nominal stem,putrá-,,putra_5533,y
nominal stem,putraká-,,putraka_5534,y
nominal stem,putrakāma-,,putrakAma_5535,y
nominal stem,putrakr̥thá-,,putrakfTa_5536,y
nominal stem,putrín-,,putrin_5537,y
nominal stem,rā́-,,rA_7355,y
nominal stem,rábhas-,,raBas_7311,y
nominal stem,rabhasá-,,raBasa_7312,y
nominal stem,rabhasāná-,,raBasAna_7313,y
nominal stem,rábhasvant-,,raBasvat_7314,y
nominal stem,rábhi-,,raBi_7315,y
nominal stem,rábhiṣṭha-,,raBizWa_7317,y
nominal stem,rabhodā́-,,raBodA_7318,y
nominal stem,rábhyaṃs-,,raByas_7319,y
nominal stem,radāvasu-,,radAvasu_7290,y
nominal stem,rādha-,,rADa_7381,y
nominal stem,rā́dhas-,,rADas_7382,y
nominal stem,rādhaspati-,,rADaspati_7383,y
nominal stem,rādhodéya-,,rADodeya_7384,y
nominal stem,radhrá-,,raDra_7292,y
nominal stem,radhracodá-,,raDracoda_7293,y
nominal stem,radhracódana-,,raDracodana_7294,y
nominal stem,radhratúr-,,raDratur_7295,y
nominal stem,rā́dhya-,,rAD_7380,y
nominal stem,raghú-,,raGu_7219,y
nominal stem,raghudrú-,,raGudru_7221,y
nominal stem,raghujā́-,,raGuja_7220,y
nominal stem,raghumanyu-,,raGumanyu_7225,y
nominal stem,raghupátmajaṃhas-,,raGupatmajaMhas_7223,y
nominal stem,raghupátvan-,,raGupatvan_7224,y
nominal stem,raghuṣyád-,,raGuzyad_7230,y
nominal stem,raghúvartani-,,raGuvartani_7229,y
nominal stem,raghuyā́man-,,raGuyAman_7228,y
nominal stem,rahasū́-,,rahasU_7353,y
nominal stem,ráhūgaṇa-,,rahUgaRa_7354,y
nominal stem,raíbha-,,rEBa_7485,y
nominal stem,raivatá-,,rEvata_7486,y
nominal stem,raivatyá-,,rEvatya_7487,y
nominal stem,rā́j-,,rAj_7360,y
nominal stem,rājaká-,,rAjaka_7362,y
nominal stem,rāján-,,rAjan_7363,y
nominal stem,rā́jan-,,rAjan_7364,y
nominal stem,rājanyà-,,rAjanya_7365,y
nominal stem,rājaputrá-,,rAjaputra_7366,y
nominal stem,rā́japutra-,,rAjaputra_7367,y
nominal stem,rájas-,,rajas_7235,y
nominal stem,rajastúr-,,rajastur_7236,y
nominal stem,rajatá-,,rajata_7233,y
nominal stem,rājayakṣmá-,,rAjaka_7362,y
nominal stem,rájeṣita-,,rajezita_7240,y
nominal stem,rají-,,raji_7237,y
nominal stem,ráji-,,raji_7238,y
nominal stem,rájiṣṭha-,,rajizWa_7239;rajizWa_12506,y
nominal stem,rájju-,,rajju_7241,y
nominal stem,rājyá-,,rAjya_7370,y
nominal stem,rākā́-,,rAkA_7357,y
nominal stem,rákṣaṇa-,,rakzaRa_7209,y
nominal stem,rakṣás-,,rakzas_7210,y
nominal stem,rákṣas-,,rakzas_7210,y
nominal stem,rakṣastvá-,,rakzastva_7212,y
nominal stem,rakṣasvín-,,rakzasvin_7213,y
nominal stem,rakṣitár-,,rakzitf_7215,y
nominal stem,rakṣohán-,,rakzohan_7218,y
nominal stem,rakṣohátya-,,rakzohatya_7217,y
nominal stem,rakṣoyúj-,,rakzoyuj_7216,y
nominal stem,rāmá-,,rAma_7387,y
nominal stem,rambhá-,,ramBa_7323,y
nominal stem,rambhín-,,ramBin_7324,y
nominal stem,ráṃhi-,,raMhi_7206,y
nominal stem,ráṃhya-,,raMh_7204,y
nominal stem,rāmī́-,,rAmI_7388,y
nominal stem,ráṃsujihva-,,raMsujihva_7203,y
nominal stem,rā́myā-,,rAmyA_7389,y
nominal stem,rán-,,ran_7297;ran_7296,y
nominal stem,ráṇa-,,raRa_7243,y
nominal stem,raṇakr̥t-,,raRakft_7244,y
nominal stem,rándhi-,,ranDi_7302,y
nominal stem,rándhra-,,ranDra_7303,y
nominal stem,rā́ṇḍya-,,rARqya_7371,y
nominal stem,ráṇitar-,,ran_7296,y
nominal stem,rántar-,,raRvan_7249,y
nominal stem,ránti-,,ranti_7298,y
nominal stem,rántya-,,rARqya_7371,y
nominal stem,raṇvá-,,raRva_7248,y
nominal stem,ráṇvan-,,raRvan_7249,y
nominal stem,raṇvásaṃdr̥ś-,,raMvasaMdfS_7250;raMvasaMdfS_12508,y
nominal stem,raṇvitá-,,raRvita_7251,y
nominal stem,ráṇya-,,raRya_7245,y
nominal stem,raṇyajít-,,raRyajit_7246,y
nominal stem,raṇyavā́c-,,raRyavAc_7247,y
nominal stem,rápas-,,rapas_7305,y
nominal stem,rapśádūdhan-,,rapSadUDan_7307,y
nominal stem,rapsúd-,,rapsud_7308,y
nominal stem,rarāṇátā-,,ran_7296,y
nominal stem,rasā́-,,rasA_7347,y
nominal stem,rása-,,rasa_7345,y
nominal stem,rā́sabha-,,rAsaBa_7397,y
nominal stem,raśanā́-,,raSanA_7342,y
nominal stem,rásāśir-,,rasASir_7349,y
nominal stem,rásavant-,,rasavat_7346,y
nominal stem,rasā́yya-,,rasAyya_7348,y
nominal stem,rāśí-,,rASi_7393,y
nominal stem,rasín-,,rasin_7350,y
nominal stem,raśmán-,,raSman_7343,y
nominal stem,raśmí-,,raSmi_7344,y
nominal stem,rāspiná-,,rAspina_7398,y
nominal stem,rāspirá-,,rAspira_7399,y
nominal stem,rāṣṭrá-,,rAzwra_7394,y
nominal stem,rā́ṣṭrī- 1,,rAzwrI_7395,y
nominal stem,rā́ṣṭrī- 2,,rAzwrI_7396,y
nominal stem,rātáhavis-,,rAtahavis_7372,y
nominal stem,rātáhavya-,,rAtahavya_7373,y
nominal stem,rátha-,,raTa_7258,y
nominal stem,rathacárṣaṇa-,,raTacarzaRa_7260,y
nominal stem,rathajít-,,raTajit_7261,y
nominal stem,ráthakṣaya-,,raTakzaya_7259,y
nominal stem,rathaṃtará-,,raTaMtara_7263,y
nominal stem,rathaprā́-,,raTaprA_7264,y
nominal stem,ráthaproṣṭha-,,raTaprozWa_7265,y
nominal stem,rathāsáh-,,raTAsah_7277,y
nominal stem,rathasaṃgá-,,raTasaMga_7274,y
nominal stem,ráthaspáti-,,raTaspati_7275,y
nominal stem,rathaspŕ̥ś-,,raTaspfS_7276,y
nominal stem,rathatúr-,,raTatur_7262,y
nominal stem,rathavā́hana-,,raTavAhana_7272,y
nominal stem,ráthavant-,,raTavat_7271,y
nominal stem,ráthavīti-,,raTavIti_7273,y
nominal stem,rathayā́-,,raTayA_7266,y
nominal stem,rathayā́van-,,raTayAvan_7267,y
nominal stem,rathayú-,,raTayu_7268,y
nominal stem,rathayúj-,,raTayuj_7269,y
nominal stem,ratheṣṭhá-,,raTezWa_7284,y
nominal stem,ratheṣṭhā́-,,raTezWA_7285,y
nominal stem,ratheśúbh-,,raTeSuB_7283;raTeSuB_12511,y
nominal stem,rathī́-,,raTI_7281,y
nominal stem,rathín-,,raTin_7278,y
nominal stem,rathirá-,,raTira_7279,y
nominal stem,rathī́tama-,,raTI_7281,y
nominal stem,rathī́tara-,,raTaMtara_7263,y
nominal stem,rathoḷha-,,raToQa_7286,y
nominal stem,rathyà-,,raTya_7287,y
nominal stem,ráthya-,,raTya_7287,y
nominal stem,rā́thya-,,rATya_7379,y
nominal stem,rātí-,,rAti_7374,y
nominal stem,rātín-,,rAtin_7375,y
nominal stem,rātiṣác-,,rAtizAc_7376,y
nominal stem,rátna-,,ratna_7252,y
nominal stem,ratnabhā́j-,,ratnaBAj_7255,y
nominal stem,ratnadhá-,,ratnaDA_7253,y
nominal stem,ratnadhā́-,,ratnaDA_7253,y
nominal stem,ratnadhā́tama-,,ratnaDA_7253,y
nominal stem,ratnadhéya-,,ratnaDeya_7254,y
nominal stem,rátnavant-,,ratnavat_7256,y
nominal stem,ratnín-,,ratnin_7257,y
nominal stem,rā́trī-,,rAtrI_7378,y
nominal stem,raúdra-,,rOdra_7514,y
nominal stem,rauhiṇá-,,rOhiRa_7515,y
nominal stem,ráva-,,rava_7338,y
nominal stem,ravátha-,,ravaTa_7339,y
nominal stem,rāyáskāma-,,rAyaskAma_7391,y
nominal stem,rayí- ~ rāy-,,rayi_7325,y
nominal stem,rayidā́-,,rayida_7326,y
nominal stem,rayimánt-,,rayimat_7329,y
nominal stem,rayíṃtama-,,rayintama_7327,y
nominal stem,rayipáti-,,rayipati_7328,y
nominal stem,rayiṣác-,,rayizAc_7333,y
nominal stem,rayiṣáh-,,rayizAh_7334,y
nominal stem,rayisthā́na-,,rayisTAna_7335,y
nominal stem,rayivánt-,,rayivat_7330,y
nominal stem,rayivíd-,,rayivid_7331,y
nominal stem,rayivŕ̥dh-,,rayivfD_7332,y
nominal stem,r̥bhú-,,fBu_2241,y
nominal stem,r̥bhukṣā́-,,fBukzA_2242,y
nominal stem,r̥bhukṣán-,,fBukzA_2242,y
nominal stem,r̥bhumánt-,,fBumat_2243;fBumat_12248,y
nominal stem,r̥bhuṣṭhira-,,fBuzWira_2244,y
nominal stem,ŕ̥bhva-,,fBva_2245;fBva_12249,y
nominal stem,ŕ̥bhvan-,,fBvan_2246,y
nominal stem,ŕ̥bhvas-,,fBvas_2247,y
nominal stem,r̥bī́sa-,,fbIsa_2240,y
nominal stem,ŕ̥c-,,fc_2148,y
nominal stem,ŕ̥cīṣama-,,fcIzama_2151,y
nominal stem,r̥dhádri-,,fDadrI_2238,y
nominal stem,r̥dhádvāra-,,fDadvAra_2239,y
nominal stem,r̥dūdára-,,fdUdara_2232,y
nominal stem,r̥dūpā́-,,fdUpA_2233,y
nominal stem,r̥dūvŕ̥dh-,,fdUvfD_2234,y
nominal stem,rebhá-,,reBa_7481,y
nominal stem,rékṇas-,,rekRas_7471,y
nominal stem,rékṇasvant-,,rekRasvat_7472,y
nominal stem,réku-,,reku_7470,y
nominal stem,reṇú-,,reRu_7474,y
nominal stem,reṇúkakāṭa-,,reRukakAwa_7475,y
nominal stem,répas-,,repas_7479,y
nominal stem,reṣaṇá-,,rezaRa_7483,y
nominal stem,rétas-,,retas_7476,y
nominal stem,retín-,,retin_7477,y
nominal stem,retodhā́-,,retoDA_7478,y
nominal stem,revánt-,,revat_7482,y
nominal stem,ŕ̥ghāvan-,,fGAvan_2146,y
nominal stem,ŕ̥ghāvant-,,fGAvat_2145,y
nominal stem,r̥gmín-,,fgmin_2142,y
nominal stem,r̥gmíya-,,fgmiya_2143,y
nominal stem,r̥hánt-,,fhat_2272,y
nominal stem,rikthá-,,rikTa_7402,y
nominal stem,ríp-,,rip_7407,y
nominal stem,riprá-,,ripra_7409,y
nominal stem,ripravāhá-,,ripravAha_7410,y
nominal stem,ripú-,,ripu_7408,y
nominal stem,ririkṣú-,,ririkzu_7412,y
nominal stem,ríṣ-,,riz_7417,y
nominal stem,riśā́das-,,riSAdas_7415,y
nominal stem,riṣaṇyú-,,rizaRyu_7420,y
nominal stem,rít-,,rit_7405,y
nominal stem,rītí-,,rIti_7423,y
nominal stem,rītyàp-,,rItyap_7424,y
nominal stem,r̥jīpín-,,fjIpin_2158,y
nominal stem,r̥jipyá-,,fjipya_2154,y
nominal stem,r̥jīṣá-,,fjIza_2159,y
nominal stem,r̥jīṣín-,,fjIzin_2160,y
nominal stem,r̥jíśvan-,,fjiSvan_2155,y
nominal stem,ŕ̥jīti-,,fjIti_2157,y
nominal stem,ŕ̥jīyaṃs-,,fjIyas_12235,y
nominal stem,r̥jrá-,,fjra_2172,y
nominal stem,r̥jrā́śva-,,fjrASva_2173,y
nominal stem,r̥jú-,,fju_2161,y
nominal stem,r̥jugātha-,,fjugATa_2163,y
nominal stem,r̥juhásta-,,fjuhasta_2167,y
nominal stem,r̥jukrátu-,,fjukratu_2162,y
nominal stem,r̥jumuṣká-,,fjumuzka_2165,y
nominal stem,ŕ̥jūnas-,,fjUnas_2168,y
nominal stem,r̥junītí-,,fjunIti_2164,y
nominal stem,r̥juváni-,,fjuvani_2166,y
nominal stem,r̥jūyú-,,fjUyu_2171,y
nominal stem,r̥jváñc-,,fjvac_2174,y
nominal stem,ŕ̥kṣa-,,fkza_2139,y
nominal stem,r̥ksāmá-,,fksAma_2141,y
nominal stem,r̥kvá-,,fkva_2136,y
nominal stem,ŕ̥kvan-,,fkvan_2138,y
nominal stem,ŕ̥kvant-,,fkvat_2137,y
nominal stem,r̥ṇá-,,fRa_2176,y
nominal stem,r̥ṇacít-,,fRacit_2178,y
nominal stem,r̥ṇacyút-,,fRacyut_2179,y
nominal stem,r̥ṇákāti-,,fRakAti_2177,y
nominal stem,r̥ṇaṃcayá-,,fRaMcaya_2180,y
nominal stem,r̥ṇāván-,,fRAvan_2183,y
nominal stem,r̥ṇayā́-,,fRayA_2181,y
nominal stem,r̥ṇayā́van-,,fRayAvan_2182,y
nominal stem,r̥ñjasāná-,,fYj_2175,y
nominal stem,rocaná-,,rocana_7491,y
nominal stem,rocanasthā́-,,rocanasTa_7492,y
nominal stem,rocís-,,rocis_7493,y
nominal stem,ródas-,,rodas_7494,y
nominal stem,rodasī́-,,rodasI_7496,y
nominal stem,ródasī-,,rodasI_7497,y
nominal stem,rodasiprā́-,,rodasiprA_7495,y
nominal stem,ródhacakra-,,roDacakra_7499,y
nominal stem,rodhaná-,,roDana_7500,y
nominal stem,ródhana-,,roDana_7500,y
nominal stem,ródhas-,,roDas_7501,y
nominal stem,ródhasvant-,,roDasvat_7502,y
nominal stem,róhaṇa-,,rohaRa_7508,y
nominal stem,róhas-,,rohas_7509,y
nominal stem,rohídaśva-,,rohidaSva_7512,y
nominal stem,róhiṇī-,,rohiRI_7513,y
nominal stem,rohít-,,rohit_7510,y
nominal stem,róhita-,,rohita_7511,y
nominal stem,roká-,,roka_7488,y
nominal stem,róka-,,roka_7488,y
nominal stem,róman-,,roman_7506,y
nominal stem,rómaṇvant-,,romaRvat_7505,y
nominal stem,romaśá-,,romaSa_7507,y
nominal stem,ropaṇā́kā-,,ropaRAkA_7503,y
nominal stem,rópuṣī-,,ropuzI_7504,y
nominal stem,r̥ṣabhá-,,fzaBa_2252,y
nominal stem,ŕ̥ṣi-,,fzi_2253,y
nominal stem,ŕ̥ṣibandhu-,,fzibanDu_2257,y
nominal stem,r̥ṣicódana-,,fzicodana_2255,y
nominal stem,r̥ṣidvíṣ-,,fzidvis_2256,y
nominal stem,r̥ṣikŕ̥t-,,fzikft_2254,y
nominal stem,ŕ̥ṣimanas-,,fzimanas_2258,y
nominal stem,r̥ṣiṣáh-,,fzizah_2260,y
nominal stem,r̥ṣiṣāṇa-,,fzizARa_2259,y
nominal stem,ŕ̥ṣiṣṭuta-,,fzizwuta_2261,y
nominal stem,r̥ṣisvará-,,fzisvara_2262,y
nominal stem,r̥ṣivánt-,,fzIvat_2263,y
nominal stem,r̥ṣīvant-,,fzIvat_2263,y
nominal stem,r̥ṣṭí-,,fzwi_2265,y
nominal stem,r̥ṣṭimánt-,,fzwimat_2266,y
nominal stem,r̥ṣṭívidyut-,,fzwividyut_2267,y
nominal stem,r̥ṣú-,,fzu_2264,y
nominal stem,r̥ṣvá-,,fzva_2269,y
nominal stem,r̥ṣvaújas-,,fzvOjas_2271,y
nominal stem,r̥ṣvávīra-,,fzvavIra_2270,y
nominal stem,ŕ̥śya-,,fSya_2248,y
nominal stem,r̥śyadá-,,fSyada_2249,y
nominal stem,r̥tá-,,fta_2184,y
nominal stem,r̥tacít-,,ftacit_2185;ftacit_12239,y
nominal stem,r̥tádhīti-,,ftaDIti_2193,y
nominal stem,r̥tadyumna-,,ftadyumna_2192,y
nominal stem,r̥tajā́-,,ftajA_2186,y
nominal stem,r̥tájāta-,,ftajAta_2187,y
nominal stem,r̥tájātasatya-,,ftajAtasatya_2188,y
nominal stem,r̥tajñā́-,,ftajYA_2190,y
nominal stem,r̥tajúr-,,ftajur_2189,y
nominal stem,r̥tájya-,,ftajya_2191,y
nominal stem,r̥taní-,,ftanI_2194,y
nominal stem,r̥tapā́-,,ftapA_2195,y
nominal stem,r̥tápeśas-,,ftapeSas_2196,y
nominal stem,r̥táprajāta-,,ftaprajAta_2197,y
nominal stem,r̥tápravīta-,,ftapravIta_2198,y
nominal stem,r̥tapsu-,,ftapsu_2199,y
nominal stem,r̥tasád-,,ftasad_2206,y
nominal stem,r̥tasáp-,,ftasAp_2207,y
nominal stem,r̥taspati-,,ftaspati_2209,y
nominal stem,r̥taspŕ̥ś-,,ftaspfS_2210,y
nominal stem,r̥tastúbh-,,ftastuB_2208,y
nominal stem,r̥tavāká-,,ftavAka_2205,y
nominal stem,ŕ̥tāvan-,,ftAvan_2214,y
nominal stem,r̥tāvasu-,,ftAvasu_2215,y
nominal stem,r̥tāvŕ̥dh-,,ftAvfD_2216,y
nominal stem,r̥tāyín-,,ftAyin_2212,y
nominal stem,r̥tayú-,,ftayu_2202,y
nominal stem,r̥tāyú-,,ftAyu_2213,y
nominal stem,r̥tayúj-,,ftayuj_2204,y
nominal stem,r̥táyukti-,,ftayukti_2203,y
nominal stem,r̥tejā́-,,ftejA_2226,y
nominal stem,r̥tekarmá-,,ftekarmam_2225,y
nominal stem,r̥tīṣáh-,,ftIzah_2218,y
nominal stem,r̥tú-,,ftu_2219,y
nominal stem,r̥tupā́-,,ftupA_2222,y
nominal stem,r̥tupati-,,ftupati_2221,y
nominal stem,r̥tvíj-,,ftvij_2227,y
nominal stem,r̥tvíya-,,ftviya_2228,y
nominal stem,r̥tvíyāvant-,,ftviyAvat_2229,y
nominal stem,ŕ̥tvya-,,ftvya_2230,y
nominal stem,rúc-,,ruc_7433,y
nominal stem,rudhikrā́-,,ruDikrA_7446,y
nominal stem,rudrá-,,rudra_7439,y
nominal stem,rudrávartani-,,rudravartani_7440,y
nominal stem,rudríya-,,rudriya_7441,y
nominal stem,rúh-,,ruh_7466,y
nominal stem,rujā́nā-,,rujAnA_7436,y
nominal stem,rukmá-,,rukma_7427,y
nominal stem,rukmávakṣas-,,rukmavakzas_7429,y
nominal stem,rukmín-,,rukmin_7430,y
nominal stem,rukṣá-,,rukza_7431,y
nominal stem,rúma-,,ruma_7450,y
nominal stem,rúp-,,rup_7449,y
nominal stem,rūpá-,,rUpa_7468,y
nominal stem,rurukṣáṇi-,,rurukzaRi_7452,y
nominal stem,rúruśīrṣan-,,ruruSIrzan_7453,y
nominal stem,rúśadgav-,,ruSadgo_7460,y
nominal stem,ruśadūrmi-,,ruSadUrmi_7459,y
nominal stem,rúśadvatsa-,,ruSadvatsa_7461,y
nominal stem,ruśáma-,,ruSama_7463,y
nominal stem,rúśama-,,ruSama_7463,y
nominal stem,rúśant-,,ruSat_7457,y
nominal stem,rúśatpaśu-,,ruSatpaSu_7458,y
nominal stem,ruvaṇyú-,,ruvaRyu_7455,y
nominal stem,sabā́dhas-,,sabADas_9352,y
nominal stem,sábala-,,sabala_9351,y
nominal stem,śabála-,,Sabala_8658,y
nominal stem,sábandhu-,,sabanDu_9346,y
nominal stem,sabardhú-,,sabarDu_9350,y
nominal stem,sabardúgha-,,sabarduGa_9348,y
nominal stem,sabardúh-,,sabarduh_9349,y
nominal stem,sabhā́-,,saBA_9354,y
nominal stem,sábharas-,,saBaras_9353,y
nominal stem,sabhāsāhá-,,saBAsAha_9356,y
nominal stem,sabhā́vant-,,saBAvat_9355,y
nominal stem,sabhéya-,,saBeya_9358,y
nominal stem,sábhr̥ti-,,saBfti_9357,y
nominal stem,sacābhū́-,,sacABU_9144,y
nominal stem,sacaná-,,sacana_9137,y
nominal stem,sácanas-,,sacanas_9138,y
nominal stem,sacánastama-,,sacana_9137,y
nominal stem,sacanā́vant-,,sacanAvat_9141,y
nominal stem,sacátha-,,sacaTa_9135,y
nominal stem,sacathyà-,,sacaTya_9136,y
nominal stem,sácetas-,,sacetas_9148,y
nominal stem,śácī-,,SacI_8584,y
nominal stem,śācigu-,,SAcigu_8738,y
nominal stem,sācín-,,sAcin_9611,y
nominal stem,śácīpáti-,,SacIpati_8585,y
nominal stem,śācipūjana-,,SAcipUjana_8739,y
nominal stem,śáciṣṭha-,,SacizWa_8583,y
nominal stem,sacít-,,sacit_9146,y
nominal stem,śácīvant-,,SacIvat_8586,y
nominal stem,śacīvasu-,,SacIvasu_8587,y
nominal stem,sacivíd-,,sacivid_9147,y
nominal stem,sā́cya-,,sAcya_9612,y
nominal stem,sādá-,,sAda_9615,y
nominal stem,śā́da-,,sadA_9216,y
nominal stem,sādádyoni-,,sAdadyoni_9616,y
nominal stem,sádāna-,,sadAna_9217,y
nominal stem,sā́dana-,,sAdana_9617,y
nominal stem,sádana- 1,,sadana_9209,y
nominal stem,sádana- 2,,sadana_9210,y
nominal stem,sadanāsád-,,sadanAsad_9211,y
nominal stem,sādanaspŕ̥ś-,,sAdanaspfS_9618,y
nominal stem,sadānvā-,,sadAnvA_9218,y
nominal stem,sādanyà-,,sAdanya_9619,y
nominal stem,sadāpr̥ṇá-,,sadApfRa_9219,y
nominal stem,sádas-,,sadas_9214,y
nominal stem,sadāsā́-,,sadAsA_9222,y
nominal stem,sadāsáh-,,sadAsah_9221,y
nominal stem,sadāsā́tama-,,sadAsA_9222,y
nominal stem,sádaspáti-,,sadaspati_9215,y
nominal stem,sádaśva-,,sadaSva_9213,y
nominal stem,sadā́vr̥dha-,,sadAvfDa_9220,y
nominal stem,sā́dha-,,sADa_9621,y
nominal stem,sā́dhadiṣṭi-,,sADadizwi_9622,y
nominal stem,sadhamád-,,saDamAd_9239,y
nominal stem,sadhamā́da-,,saDamAda_9240,y
nominal stem,sadhamā́dya-,,saDamAdya_9241,y
nominal stem,sā́dhana-,,sADana_9623,y
nominal stem,sadhanī́-,,saDanI_9237;saDanya_9238,y
nominal stem,sadhanitvá-,,saDanitva_9236,y
nominal stem,sā́dhāraṇa-,,sADAraRa_9624,y
nominal stem,sadhástha-,,saDasTa_9245,y
nominal stem,sadhástuti-,,saDastuti_9243,y
nominal stem,sadhástutya-,,saDastutya_9244,y
nominal stem,sadhavīra-,,saDavIra_9242,y
nominal stem,sádhis-,,saDi_9246,y
nominal stem,sā́dhiṣṭha-,,sADizWa_9625,y
nominal stem,sádhri-,,saDri_9247,y
nominal stem,sadhrīcīná-,,saDrIcIna_9248,y
nominal stem,sadhrīcī́na-,,saDrIcIna_9249,y
nominal stem,sadhryàñc-,,saDryac_9250,y
nominal stem,sādhú-,,sADu_9626,y
nominal stem,sā́dhu-,,sADu_9627,y
nominal stem,sādhúkarman-,,sADukarman_9628,y
