DOTS_AND_ZEROS	COMMAS_AND_ZEROS	DOTS	COMMAS	GRASSMANN	BOOK_INDEX	HYMN_INDEX	STANZA_INDEX
01.001.01	01,001,01	1.1.1	1,1,1	1,1	0	0	0
01.001.02	01,001,02	1.1.2	1,1,2	1,2	0	0	1
01.001.03	01,001,03	1.1.3	1,1,3	1,3	0	0	2
01.001.04	01,001,04	1.1.4	1,1,4	1,4	0	0	3
01.001.05	01,001,05	1.1.5	1,1,5	1,5	0	0	4
01.001.06	01,001,06	1.1.6	1,1,6	1,6	0	0	5
01.001.07	01,001,07	1.1.7	1,1,7	1,7	0	0	6
01.001.08	01,001,08	1.1.8	1,1,8	1,8	0	0	7
01.001.09	01,001,09	1.1.9	1,1,9	1,9	0	0	8
01.002.01	01,002,01	1.2.1	1,2,1	2,1	0	1	9
01.002.02	01,002,02	1.2.2	1,2,2	2,2	0	1	10
01.002.03	01,002,03	1.2.3	1,2,3	2,3	0	1	11
01.002.04	01,002,04	1.2.4	1,2,4	2,4	0	1	12
01.002.05	01,002,05	1.2.5	1,2,5	2,5	0	1	13
01.002.06	01,002,06	1.2.6	1,2,6	2,6	0	1	14
01.002.07	01,002,07	1.2.7	1,2,7	2,7	0	1	15
01.002.08	01,002,08	1.2.8	1,2,8	2,8	0	1	16
01.002.09	01,002,09	1.2.9	1,2,9	2,9	0	1	17
01.003.01	01,003,01	1.3.1	1,3,1	3,1	0	2	18
01.003.02	01,003,02	1.3.2	1,3,2	3,2	0	2	19
01.003.03	01,003,03	1.3.3	1,3,3	3,3	0	2	20
01.003.04	01,003,04	1.3.4	1,3,4	3,4	0	2	21
01.003.05	01,003,05	1.3.5	1,3,5	3,5	0	2	22
01.003.06	01,003,06	1.3.6	1,3,6	3,6	0	2	23
01.003.07	01,003,07	1.3.7	1,3,7	3,7	0	2	24
01.003.08	01,003,08	1.3.8	1,3,8	3,8	0	2	25
01.003.09	01,003,09	1.3.9	1,3,9	3,9	0	2	26
01.003.10	01,003,10	1.3.10	1,3,10	3,10	0	2	27
01.003.11	01,003,11	1.3.11	1,3,11	3,11	0	2	28
01.003.12	01,003,12	1.3.12	1,3,12	3,12	0	2	29
01.004.01	01,004,01	1.4.1	1,4,1	4,1	0	3	30
01.004.02	01,004,02	1.4.2	1,4,2	4,2	0	3	31
01.004.03	01,004,03	1.4.3	1,4,3	4,3	0	3	32
01.004.04	01,004,04	1.4.4	1,4,4	4,4	0	3	33
01.004.05	01,004,05	1.4.5	1,4,5	4,5	0	3	34
01.004.06	01,004,06	1.4.6	1,4,6	4,6	0	3	35
01.004.07	01,004,07	1.4.7	1,4,7	4,7	0	3	36
01.004.08	01,004,08	1.4.8	1,4,8	4,8	0	3	37
01.004.09	01,004,09	1.4.9	1,4,9	4,9	0	3	38
01.004.10	01,004,10	1.4.10	1,4,10	4,10	0	3	39
01.005.01	01,005,01	1.5.1	1,5,1	5,1	0	4	40
01.005.02	01,005,02	1.5.2	1,5,2	5,2	0	4	41
01.005.03	01,005,03	1.5.3	1,5,3	5,3	0	4	42
01.005.04	01,005,04	1.5.4	1,5,4	5,4	0	4	43
01.005.05	01,005,05	1.5.5	1,5,5	5,5	0	4	44
01.005.06	01,005,06	1.5.6	1,5,6	5,6	0	4	45
01.005.07	01,005,07	1.5.7	1,5,7	5,7	0	4	46
01.005.08	01,005,08	1.5.8	1,5,8	5,8	0	4	47
01.005.09	01,005,09	1.5.9	1,5,9	5,9	0	4	48
01.005.10	01,005,10	1.5.10	1,5,10	5,10	0	4	49
01.006.01	01,006,01	1.6.1	1,6,1	6,1	0	5	50
01.006.02	01,006,02	1.6.2	1,6,2	6,2	0	5	51
01.006.03	01,006,03	1.6.3	1,6,3	6,3	0	5	52
01.006.04	01,006,04	1.6.4	1,6,4	6,4	0	5	53
01.006.05	01,006,05	1.6.5	1,6,5	6,5	0	5	54
01.006.06	01,006,06	1.6.6	1,6,6	6,6	0	5	55
01.006.07	01,006,07	1.6.7	1,6,7	6,7	0	5	56
01.006.08	01,006,08	1.6.8	1,6,8	6,8	0	5	57
01.006.09	01,006,09	1.6.9	1,6,9	6,9	0	5	58
01.006.10	01,006,10	1.6.10	1,6,10	6,10	0	5	59
01.007.01	01,007,01	1.7.1	1,7,1	7,1	0	6	60
01.007.02	01,007,02	1.7.2	1,7,2	7,2	0	6	61
01.007.03	01,007,03	1.7.3	1,7,3	7,3	0	6	62
01.007.04	01,007,04	1.7.4	1,7,4	7,4	0	6	63
01.007.05	01,007,05	1.7.5	1,7,5	7,5	0	6	64
01.007.06	01,007,06	1.7.6	1,7,6	7,6	0	6	65
01.007.07	01,007,07	1.7.7	1,7,7	7,7	0	6	66
01.007.08	01,007,08	1.7.8	1,7,8	7,8	0	6	67
01.007.09	01,007,09	1.7.9	1,7,9	7,9	0	6	68
01.007.10	01,007,10	1.7.10	1,7,10	7,10	0	6	69
01.008.01	01,008,01	1.8.1	1,8,1	8,1	0	7	70
01.008.02	01,008,02	1.8.2	1,8,2	8,2	0	7	71
01.008.03	01,008,03	1.8.3	1,8,3	8,3	0	7	72
01.008.04	01,008,04	1.8.4	1,8,4	8,4	0	7	73
01.008.05	01,008,05	1.8.5	1,8,5	8,5	0	7	74
01.008.06	01,008,06	1.8.6	1,8,6	8,6	0	7	75
01.008.07	01,008,07	1.8.7	1,8,7	8,7	0	7	76
01.008.08	01,008,08	1.8.8	1,8,8	8,8	0	7	77
01.008.09	01,008,09	1.8.9	1,8,9	8,9	0	7	78
01.008.10	01,008,10	1.8.10	1,8,10	8,10	0	7	79
01.009.01	01,009,01	1.9.1	1,9,1	9,1	0	8	80
01.009.02	01,009,02	1.9.2	1,9,2	9,2	0	8	81
01.009.03	01,009,03	1.9.3	1,9,3	9,3	0	8	82
01.009.04	01,009,04	1.9.4	1,9,4	9,4	0	8	83
01.009.05	01,009,05	1.9.5	1,9,5	9,5	0	8	84
01.009.06	01,009,06	1.9.6	1,9,6	9,6	0	8	85
01.009.07	01,009,07	1.9.7	1,9,7	9,7	0	8	86
01.009.08	01,009,08	1.9.8	1,9,8	9,8	0	8	87
01.009.09	01,009,09	1.9.9	1,9,9	9,9	0	8	88
01.009.10	01,009,10	1.9.10	1,9,10	9,10	0	8	89
01.010.01	01,010,01	1.10.1	1,10,1	10,1	0	9	90
01.010.02	01,010,02	1.10.2	1,10,2	10,2	0	9	91
01.010.03	01,010,03	1.10.3	1,10,3	10,3	0	9	92
01.010.04	01,010,04	1.10.4	1,10,4	10,4	0	9	93
01.010.05	01,010,05	1.10.5	1,10,5	10,5	0	9	94
01.010.06	01,010,06	1.10.6	1,10,6	10,6	0	9	95
01.010.07	01,010,07	1.10.7	1,10,7	10,7	0	9	96
01.010.08	01,010,08	1.10.8	1,10,8	10,8	0	9	97
01.010.09	01,010,09	1.10.9	1,10,9	10,9	0	9	98
01.010.10	01,010,10	1.10.10	1,10,10	10,10	0	9	99
01.010.11	01,010,11	1.10.11	1,10,11	10,11	0	9	100
01.010.12	01,010,12	1.10.12	1,10,12	10,12	0	9	101
01.011.01	01,011,01	1.11.1	1,11,1	11,1	0	10	102
01.011.02	01,011,02	1.11.2	1,11,2	11,2	0	10	103
01.011.03	01,011,03	1.11.3	1,11,3	11,3	0	10	104
01.011.04	01,011,04	1.11.4	1,11,4	11,4	0	10	105
01.011.05	01,011,05	1.11.5	1,11,5	11,5	0	10	106
01.011.06	01,011,06	1.11.6	1,11,6	11,6	0	10	107
01.011.07	01,011,07	1.11.7	1,11,7	11,7	0	10	108
01.011.08	01,011,08	1.11.8	1,11,8	11,8	0	10	109
01.012.01	01,012,01	1.12.1	1,12,1	12,1	0	11	110
01.012.02	01,012,02	1.12.2	1,12,2	12,2	0	11	111
01.012.03	01,012,03	1.12.3	1,12,3	12,3	0	11	112
01.012.04	01,012,04	1.12.4	1,12,4	12,4	0	11	113
01.012.05	01,012,05	1.12.5	1,12,5	12,5	0	11	114
01.012.06	01,012,06	1.12.6	1,12,6	12,6	0	11	115
01.012.07	01,012,07	1.12.7	1,12,7	12,7	0	11	116
01.012.08	01,012,08	1.12.8	1,12,8	12,8	0	11	117
01.012.09	01,012,09	1.12.9	1,12,9	12,9	0	11	118
01.012.10	01,012,10	1.12.10	1,12,10	12,10	0	11	119
01.012.11	01,012,11	1.12.11	1,12,11	12,11	0	11	120
01.012.12	01,012,12	1.12.12	1,12,12	12,12	0	11	121
01.013.01	01,013,01	1.13.1	1,13,1	13,1	0	12	122
01.013.02	01,013,02	1.13.2	1,13,2	13,2	0	12	123
01.013.03	01,013,03	1.13.3	1,13,3	13,3	0	12	124
01.013.04	01,013,04	1.13.4	1,13,4	13,4	0	12	125
01.013.05	01,013,05	1.13.5	1,13,5	13,5	0	12	126
01.013.06	01,013,06	1.13.6	1,13,6	13,6	0	12	127
01.013.07	01,013,07	1.13.7	1,13,7	13,7	0	12	128
01.013.08	01,013,08	1.13.8	1,13,8	13,8	0	12	129
01.013.09	01,013,09	1.13.9	1,13,9	13,9	0	12	130
01.013.10	01,013,10	1.13.10	1,13,10	13,10	0	12	131
01.013.11	01,013,11	1.13.11	1,13,11	13,11	0	12	132
01.013.12	01,013,12	1.13.12	1,13,12	13,12	0	12	133
01.014.01	01,014,01	1.14.1	1,14,1	14,1	0	13	134
01.014.02	01,014,02	1.14.2	1,14,2	14,2	0	13	135
01.014.03	01,014,03	1.14.3	1,14,3	14,3	0	13	136
01.014.04	01,014,04	1.14.4	1,14,4	14,4	0	13	137
01.014.05	01,014,05	1.14.5	1,14,5	14,5	0	13	138
01.014.06	01,014,06	1.14.6	1,14,6	14,6	0	13	139
01.014.07	01,014,07	1.14.7	1,14,7	14,7	0	13	140
01.014.08	01,014,08	1.14.8	1,14,8	14,8	0	13	141
01.014.09	01,014,09	1.14.9	1,14,9	14,9	0	13	142
01.014.10	01,014,10	1.14.10	1,14,10	14,10	0	13	143
01.014.11	01,014,11	1.14.11	1,14,11	14,11	0	13	144
01.014.12	01,014,12	1.14.12	1,14,12	14,12	0	13	145
01.015.01	01,015,01	1.15.1	1,15,1	15,1	0	14	146
01.015.02	01,015,02	1.15.2	1,15,2	15,2	0	14	147
01.015.03	01,015,03	1.15.3	1,15,3	15,3	0	14	148
01.015.04	01,015,04	1.15.4	1,15,4	15,4	0	14	149
01.015.05	01,015,05	1.15.5	1,15,5	15,5	0	14	150
01.015.06	01,015,06	1.15.6	1,15,6	15,6	0	14	151
01.015.07	01,015,07	1.15.7	1,15,7	15,7	0	14	152
01.015.08	01,015,08	1.15.8	1,15,8	15,8	0	14	153
01.015.09	01,015,09	1.15.9	1,15,9	15,9	0	14	154
01.015.10	01,015,10	1.15.10	1,15,10	15,10	0	14	155
01.015.11	01,015,11	1.15.11	1,15,11	15,11	0	14	156
01.015.12	01,015,12	1.15.12	1,15,12	15,12	0	14	157
01.016.01	01,016,01	1.16.1	1,16,1	16,1	0	15	158
01.016.02	01,016,02	1.16.2	1,16,2	16,2	0	15	159
01.016.03	01,016,03	1.16.3	1,16,3	16,3	0	15	160
01.016.04	01,016,04	1.16.4	1,16,4	16,4	0	15	161
01.016.05	01,016,05	1.16.5	1,16,5	16,5	0	15	162
01.016.06	01,016,06	1.16.6	1,16,6	16,6	0	15	163
01.016.07	01,016,07	1.16.7	1,16,7	16,7	0	15	164
01.016.08	01,016,08	1.16.8	1,16,8	16,8	0	15	165
01.016.09	01,016,09	1.16.9	1,16,9	16,9	0	15	166
01.017.01	01,017,01	1.17.1	1,17,1	17,1	0	16	167
01.017.02	01,017,02	1.17.2	1,17,2	17,2	0	16	168
01.017.03	01,017,03	1.17.3	1,17,3	17,3	0	16	169
01.017.04	01,017,04	1.17.4	1,17,4	17,4	0	16	170
01.017.05	01,017,05	1.17.5	1,17,5	17,5	0	16	171
01.017.06	01,017,06	1.17.6	1,17,6	17,6	0	16	172
01.017.07	01,017,07	1.17.7	1,17,7	17,7	0	16	173
01.017.08	01,017,08	1.17.8	1,17,8	17,8	0	16	174
01.017.09	01,017,09	1.17.9	1,17,9	17,9	0	16	175
01.018.01	01,018,01	1.18.1	1,18,1	18,1	0	17	176
01.018.02	01,018,02	1.18.2	1,18,2	18,2	0	17	177
01.018.03	01,018,03	1.18.3	1,18,3	18,3	0	17	178
01.018.04	01,018,04	1.18.4	1,18,4	18,4	0	17	179
01.018.05	01,018,05	1.18.5	1,18,5	18,5	0	17	180
01.018.06	01,018,06	1.18.6	1,18,6	18,6	0	17	181
01.018.07	01,018,07	1.18.7	1,18,7	18,7	0	17	182
01.018.08	01,018,08	1.18.8	1,18,8	18,8	0	17	183
01.018.09	01,018,09	1.18.9	1,18,9	18,9	0	17	184
01.019.01	01,019,01	1.19.1	1,19,1	19,1	0	18	185
01.019.02	01,019,02	1.19.2	1,19,2	19,2	0	18	186
01.019.03	01,019,03	1.19.3	1,19,3	19,3	0	18	187
01.019.04	01,019,04	1.19.4	1,19,4	19,4	0	18	188
01.019.05	01,019,05	1.19.5	1,19,5	19,5	0	18	189
01.019.06	01,019,06	1.19.6	1,19,6	19,6	0	18	190
01.019.07	01,019,07	1.19.7	1,19,7	19,7	0	18	191
01.019.08	01,019,08	1.19.8	1,19,8	19,8	0	18	192
01.019.09	01,019,09	1.19.9	1,19,9	19,9	0	18	193
01.020.01	01,020,01	1.20.1	1,20,1	20,1	0	19	194
01.020.02	01,020,02	1.20.2	1,20,2	20,2	0	19	195
01.020.03	01,020,03	1.20.3	1,20,3	20,3	0	19	196
01.020.04	01,020,04	1.20.4	1,20,4	20,4	0	19	197
01.020.05	01,020,05	1.20.5	1,20,5	20,5	0	19	198
01.020.06	01,020,06	1.20.6	1,20,6	20,6	0	19	199
01.020.07	01,020,07	1.20.7	1,20,7	20,7	0	19	200
01.020.08	01,020,08	1.20.8	1,20,8	20,8	0	19	201
01.021.01	01,021,01	1.21.1	1,21,1	21,1	0	20	202
01.021.02	01,021,02	1.21.2	1,21,2	21,2	0	20	203
01.021.03	01,021,03	1.21.3	1,21,3	21,3	0	20	204
01.021.04	01,021,04	1.21.4	1,21,4	21,4	0	20	205
01.021.05	01,021,05	1.21.5	1,21,5	21,5	0	20	206
01.021.06	01,021,06	1.21.6	1,21,6	21,6	0	20	207
01.022.01	01,022,01	1.22.1	1,22,1	22,1	0	21	208
01.022.02	01,022,02	1.22.2	1,22,2	22,2	0	21	209
01.022.03	01,022,03	1.22.3	1,22,3	22,3	0	21	210
01.022.04	01,022,04	1.22.4	1,22,4	22,4	0	21	211
01.022.05	01,022,05	1.22.5	1,22,5	22,5	0	21	212
01.022.06	01,022,06	1.22.6	1,22,6	22,6	0	21	213
01.022.07	01,022,07	1.22.7	1,22,7	22,7	0	21	214
01.022.08	01,022,08	1.22.8	1,22,8	22,8	0	21	215
01.022.09	01,022,09	1.22.9	1,22,9	22,9	0	21	216
01.022.10	01,022,10	1.22.10	1,22,10	22,10	0	21	217
01.022.11	01,022,11	1.22.11	1,22,11	22,11	0	21	218
01.022.12	01,022,12	1.22.12	1,22,12	22,12	0	21	219
01.022.13	01,022,13	1.22.13	1,22,13	22,13	0	21	220
01.022.14	01,022,14	1.22.14	1,22,14	22,14	0	21	221
01.022.15	01,022,15	1.22.15	1,22,15	22,15	0	21	222
01.022.16	01,022,16	1.22.16	1,22,16	22,16	0	21	223
01.022.17	01,022,17	1.22.17	1,22,17	22,17	0	21	224
01.022.18	01,022,18	1.22.18	1,22,18	22,18	0	21	225
01.022.19	01,022,19	1.22.19	1,22,19	22,19	0	21	226
01.022.20	01,022,20	1.22.20	1,22,20	22,20	0	21	227
01.022.21	01,022,21	1.22.21	1,22,21	22,21	0	21	228
01.023.01	01,023,01	1.23.1	1,23,1	23,1	0	22	229
01.023.02	01,023,02	1.23.2	1,23,2	23,2	0	22	230
01.023.03	01,023,03	1.23.3	1,23,3	23,3	0	22	231
01.023.04	01,023,04	1.23.4	1,23,4	23,4	0	22	232
01.023.05	01,023,05	1.23.5	1,23,5	23,5	0	22	233
01.023.06	01,023,06	1.23.6	1,23,6	23,6	0	22	234
01.023.07	01,023,07	1.23.7	1,23,7	23,7	0	22	235
01.023.08	01,023,08	1.23.8	1,23,8	23,8	0	22	236
01.023.09	01,023,09	1.23.9	1,23,9	23,9	0	22	237
01.023.10	01,023,10	1.23.10	1,23,10	23,10	0	22	238
01.023.11	01,023,11	1.23.11	1,23,11	23,11	0	22	239
01.023.12	01,023,12	1.23.12	1,23,12	23,12	0	22	240
01.023.13	01,023,13	1.23.13	1,23,13	23,13	0	22	241
01.023.14	01,023,14	1.23.14	1,23,14	23,14	0	22	242
01.023.15	01,023,15	1.23.15	1,23,15	23,15	0	22	243
01.023.16	01,023,16	1.23.16	1,23,16	23,16	0	22	244
01.023.17	01,023,17	1.23.17	1,23,17	23,17	0	22	245
01.023.18	01,023,18	1.23.18	1,23,18	23,18	0	22	246
01.023.19	01,023,19	1.23.19	1,23,19	23,19	0	22	247
01.023.20	01,023,20	1.23.20	1,23,20	23,20	0	22	248
01.023.21	01,023,21	1.23.21	1,23,21	23,21	0	22	249
01.023.22	01,023,22	1.23.22	1,23,22	23,22	0	22	250
01.023.23	01,023,23	1.23.23	1,23,23	23,23	0	22	251
01.023.24	01,023,24	1.23.24	1,23,24	23,24	0	22	252
01.024.01	01,024,01	1.24.1	1,24,1	24,1	0	23	253
01.024.02	01,024,02	1.24.2	1,24,2	24,2	0	23	254
01.024.03	01,024,03	1.24.3	1,24,3	24,3	0	23	255
01.024.04	01,024,04	1.24.4	1,24,4	24,4	0	23	256
01.024.05	01,024,05	1.24.5	1,24,5	24,5	0	23	257
01.024.06	01,024,06	1.24.6	1,24,6	24,6	0	23	258
01.024.07	01,024,07	1.24.7	1,24,7	24,7	0	23	259
01.024.08	01,024,08	1.24.8	1,24,8	24,8	0	23	260
01.024.09	01,024,09	1.24.9	1,24,9	24,9	0	23	261
01.024.10	01,024,10	1.24.10	1,24,10	24,10	0	23	262
01.024.11	01,024,11	1.24.11	1,24,11	24,11	0	23	263
01.024.12	01,024,12	1.24.12	1,24,12	24,12	0	23	264
01.024.13	01,024,13	1.24.13	1,24,13	24,13	0	23	265
01.024.14	01,024,14	1.24.14	1,24,14	24,14	0	23	266
01.024.15	01,024,15	1.24.15	1,24,15	24,15	0	23	267
01.025.01	01,025,01	1.25.1	1,25,1	25,1	0	24	268
01.025.02	01,025,02	1.25.2	1,25,2	25,2	0	24	269
01.025.03	01,025,03	1.25.3	1,25,3	25,3	0	24	270
01.025.04	01,025,04	1.25.4	1,25,4	25,4	0	24	271
01.025.05	01,025,05	1.25.5	1,25,5	25,5	0	24	272
01.025.06	01,025,06	1.25.6	1,25,6	25,6	0	24	273
01.025.07	01,025,07	1.25.7	1,25,7	25,7	0	24	274
01.025.08	01,025,08	1.25.8	1,25,8	25,8	0	24	275
01.025.09	01,025,09	1.25.9	1,25,9	25,9	0	24	276
01.025.10	01,025,10	1.25.10	1,25,10	25,10	0	24	277
01.025.11	01,025,11	1.25.11	1,25,11	25,11	0	24	278
01.025.12	01,025,12	1.25.12	1,25,12	25,12	0	24	279
01.025.13	01,025,13	1.25.13	1,25,13	25,13	0	24	280
01.025.14	01,025,14	1.25.14	1,25,14	25,14	0	24	281
01.025.15	01,025,15	1.25.15	1,25,15	25,15	0	24	282
01.025.16	01,025,16	1.25.16	1,25,16	25,16	0	24	283
01.025.17	01,025,17	1.25.17	1,25,17	25,17	0	24	284
01.025.18	01,025,18	1.25.18	1,25,18	25,18	0	24	285
01.025.19	01,025,19	1.25.19	1,25,19	25,19	0	24	286
01.025.20	01,025,20	1.25.20	1,25,20	25,20	0	24	287
01.025.21	01,025,21	1.25.21	1,25,21	25,21	0	24	288
01.026.01	01,026,01	1.26.1	1,26,1	26,1	0	25	289
01.026.02	01,026,02	1.26.2	1,26,2	26,2	0	25	290
01.026.03	01,026,03	1.26.3	1,26,3	26,3	0	25	291
01.026.04	01,026,04	1.26.4	1,26,4	26,4	0	25	292
01.026.05	01,026,05	1.26.5	1,26,5	26,5	0	25	293
01.026.06	01,026,06	1.26.6	1,26,6	26,6	0	25	294
01.026.07	01,026,07	1.26.7	1,26,7	26,7	0	25	295
01.026.08	01,026,08	1.26.8	1,26,8	26,8	0	25	296
01.026.09	01,026,09	1.26.9	1,26,9	26,9	0	25	297
01.026.10	01,026,10	1.26.10	1,26,10	26,10	0	25	298
01.027.01	01,027,01	1.27.1	1,27,1	27,1	0	26	299
01.027.02	01,027,02	1.27.2	1,27,2	27,2	0	26	300
01.027.03	01,027,03	1.27.3	1,27,3	27,3	0	26	301
01.027.04	01,027,04	1.27.4	1,27,4	27,4	0	26	302
01.027.05	01,027,05	1.27.5	1,27,5	27,5	0	26	303
01.027.06	01,027,06	1.27.6	1,27,6	27,6	0	26	304
01.027.07	01,027,07	1.27.7	1,27,7	27,7	0	26	305
01.027.08	01,027,08	1.27.8	1,27,8	27,8	0	26	306
01.027.09	01,027,09	1.27.9	1,27,9	27,9	0	26	307
01.027.10	01,027,10	1.27.10	1,27,10	27,10	0	26	308
01.027.11	01,027,11	1.27.11	1,27,11	27,11	0	26	309
01.027.12	01,027,12	1.27.12	1,27,12	27,12	0	26	310
01.027.13	01,027,13	1.27.13	1,27,13	27,13	0	26	311
01.028.01	01,028,01	1.28.1	1,28,1	28,1	0	27	312
01.028.02	01,028,02	1.28.2	1,28,2	28,2	0	27	313
01.028.03	01,028,03	1.28.3	1,28,3	28,3	0	27	314
01.028.04	01,028,04	1.28.4	1,28,4	28,4	0	27	315
01.028.05	01,028,05	1.28.5	1,28,5	28,5	0	27	316
01.028.06	01,028,06	1.28.6	1,28,6	28,6	0	27	317
01.028.07	01,028,07	1.28.7	1,28,7	28,7	0	27	318
01.028.08	01,028,08	1.28.8	1,28,8	28,8	0	27	319
01.028.09	01,028,09	1.28.9	1,28,9	28,9	0	27	320
01.029.01	01,029,01	1.29.1	1,29,1	29,1	0	28	321
01.029.02	01,029,02	1.29.2	1,29,2	29,2	0	28	322
01.029.03	01,029,03	1.29.3	1,29,3	29,3	0	28	323
01.029.04	01,029,04	1.29.4	1,29,4	29,4	0	28	324
01.029.05	01,029,05	1.29.5	1,29,5	29,5	0	28	325
01.029.06	01,029,06	1.29.6	1,29,6	29,6	0	28	326
01.029.07	01,029,07	1.29.7	1,29,7	29,7	0	28	327
01.030.01	01,030,01	1.30.1	1,30,1	30,1	0	29	328
01.030.02	01,030,02	1.30.2	1,30,2	30,2	0	29	329
01.030.03	01,030,03	1.30.3	1,30,3	30,3	0	29	330
01.030.04	01,030,04	1.30.4	1,30,4	30,4	0	29	331
01.030.05	01,030,05	1.30.5	1,30,5	30,5	0	29	332
01.030.06	01,030,06	1.30.6	1,30,6	30,6	0	29	333
01.030.07	01,030,07	1.30.7	1,30,7	30,7	0	29	334
01.030.08	01,030,08	1.30.8	1,30,8	30,8	0	29	335
01.030.09	01,030,09	1.30.9	1,30,9	30,9	0	29	336
01.030.10	01,030,10	1.30.10	1,30,10	30,10	0	29	337
01.030.11	01,030,11	1.30.11	1,30,11	30,11	0	29	338
01.030.12	01,030,12	1.30.12	1,30,12	30,12	0	29	339
01.030.13	01,030,13	1.30.13	1,30,13	30,13	0	29	340
01.030.14	01,030,14	1.30.14	1,30,14	30,14	0	29	341
01.030.15	01,030,15	1.30.15	1,30,15	30,15	0	29	342
01.030.16	01,030,16	1.30.16	1,30,16	30,16	0	29	343
01.030.17	01,030,17	1.30.17	1,30,17	30,17	0	29	344
01.030.18	01,030,18	1.30.18	1,30,18	30,18	0	29	345
01.030.19	01,030,19	1.30.19	1,30,19	30,19	0	29	346
01.030.20	01,030,20	1.30.20	1,30,20	30,20	0	29	347
01.030.21	01,030,21	1.30.21	1,30,21	30,21	0	29	348
01.030.22	01,030,22	1.30.22	1,30,22	30,22	0	29	349
01.031.01	01,031,01	1.31.1	1,31,1	31,1	0	30	350
01.031.02	01,031,02	1.31.2	1,31,2	31,2	0	30	351
01.031.03	01,031,03	1.31.3	1,31,3	31,3	0	30	352
01.031.04	01,031,04	1.31.4	1,31,4	31,4	0	30	353
01.031.05	01,031,05	1.31.5	1,31,5	31,5	0	30	354
01.031.06	01,031,06	1.31.6	1,31,6	31,6	0	30	355
01.031.07	01,031,07	1.31.7	1,31,7	31,7	0	30	356
01.031.08	01,031,08	1.31.8	1,31,8	31,8	0	30	357
01.031.09	01,031,09	1.31.9	1,31,9	31,9	0	30	358
01.031.10	01,031,10	1.31.10	1,31,10	31,10	0	30	359
01.031.11	01,031,11	1.31.11	1,31,11	31,11	0	30	360
01.031.12	01,031,12	1.31.12	1,31,12	31,12	0	30	361
01.031.13	01,031,13	1.31.13	1,31,13	31,13	0	30	362
01.031.14	01,031,14	1.31.14	1,31,14	31,14	0	30	363
01.031.15	01,031,15	1.31.15	1,31,15	31,15	0	30	364
01.031.16	01,031,16	1.31.16	1,31,16	31,16	0	30	365
01.031.17	01,031,17	1.31.17	1,31,17	31,17	0	30	366
01.031.18	01,031,18	1.31.18	1,31,18	31,18	0	30	367
01.032.01	01,032,01	1.32.1	1,32,1	32,1	0	31	368
01.032.02	01,032,02	1.32.2	1,32,2	32,2	0	31	369
01.032.03	01,032,03	1.32.3	1,32,3	32,3	0	31	370
01.032.04	01,032,04	1.32.4	1,32,4	32,4	0	31	371
01.032.05	01,032,05	1.32.5	1,32,5	32,5	0	31	372
01.032.06	01,032,06	1.32.6	1,32,6	32,6	0	31	373
01.032.07	01,032,07	1.32.7	1,32,7	32,7	0	31	374
01.032.08	01,032,08	1.32.8	1,32,8	32,8	0	31	375
01.032.09	01,032,09	1.32.9	1,32,9	32,9	0	31	376
01.032.10	01,032,10	1.32.10	1,32,10	32,10	0	31	377
01.032.11	01,032,11	1.32.11	1,32,11	32,11	0	31	378
01.032.12	01,032,12	1.32.12	1,32,12	32,12	0	31	379
01.032.13	01,032,13	1.32.13	1,32,13	32,13	0	31	380
01.032.14	01,032,14	1.32.14	1,32,14	32,14	0	31	381
01.032.15	01,032,15	1.32.15	1,32,15	32,15	0	31	382
01.033.01	01,033,01	1.33.1	1,33,1	33,1	0	32	383
01.033.02	01,033,02	1.33.2	1,33,2	33,2	0	32	384
01.033.03	01,033,03	1.33.3	1,33,3	33,3	0	32	385
01.033.04	01,033,04	1.33.4	1,33,4	33,4	0	32	386
01.033.05	01,033,05	1.33.5	1,33,5	33,5	0	32	387
01.033.06	01,033,06	1.33.6	1,33,6	33,6	0	32	388
01.033.07	01,033,07	1.33.7	1,33,7	33,7	0	32	389
01.033.08	01,033,08	1.33.8	1,33,8	33,8	0	32	390
01.033.09	01,033,09	1.33.9	1,33,9	33,9	0	32	391
01.033.10	01,033,10	1.33.10	1,33,10	33,10	0	32	392
01.033.11	01,033,11	1.33.11	1,33,11	33,11	0	32	393
01.033.12	01,033,12	1.33.12	1,33,12	33,12	0	32	394
01.033.13	01,033,13	1.33.13	1,33,13	33,13	0	32	395
01.033.14	01,033,14	1.33.14	1,33,14	33,14	0	32	396
01.033.15	01,033,15	1.33.15	1,33,15	33,15	0	32	397
01.034.01	01,034,01	1.34.1	1,34,1	34,1	0	33	398
01.034.02	01,034,02	1.34.2	1,34,2	34,2	0	33	399
01.034.03	01,034,03	1.34.3	1,34,3	34,3	0	33	400
01.034.04	01,034,04	1.34.4	1,34,4	34,4	0	33	401
01.034.05	01,034,05	1.34.5	1,34,5	34,5	0	33	402
01.034.06	01,034,06	1.34.6	1,34,6	34,6	0	33	403
01.034.07	01,034,07	1.34.7	1,34,7	34,7	0	33	404
01.034.08	01,034,08	1.34.8	1,34,8	34,8	0	33	405
01.034.09	01,034,09	1.34.9	1,34,9	34,9	0	33	406
01.034.10	01,034,10	1.34.10	1,34,10	34,10	0	33	407
01.034.11	01,034,11	1.34.11	1,34,11	34,11	0	33	408
