DOTS_AND_ZEROS	COMMAS_AND_ZEROS	DOTS	COMMAS	GRASSMANN	BOOK_INDEX	HYMN_INDEX	STANZA_INDEX
09.045.04	09,045,04	9.45.4	9,45,4	757,4	8	767	8017
09.045.05	09,045,05	9.45.5	9,45,5	757,5	8	767	8018
09.045.06	09,045,06	9.45.6	9,45,6	757,6	8	767	8019
09.046.01	09,046,01	9.46.1	9,46,1	758,1	8	768	8020
09.046.02	09,046,02	9.46.2	9,46,2	758,2	8	768	8021
09.046.03	09,046,03	9.46.3	9,46,3	758,3	8	768	8022
09.046.04	09,046,04	9.46.4	9,46,4	758,4	8	768	8023
09.046.05	09,046,05	9.46.5	9,46,5	758,5	8	768	8024
09.046.06	09,046,06	9.46.6	9,46,6	758,6	8	768	8025
09.047.01	09,047,01	9.47.1	9,47,1	759,1	8	769	8026
09.047.02	09,047,02	9.47.2	9,47,2	759,2	8	769	8027
09.047.03	09,047,03	9.47.3	9,47,3	759,3	8	769	8028
09.047.04	09,047,04	9.47.4	9,47,4	759,4	8	769	8029
09.047.05	09,047,05	9.47.5	9,47,5	759,5	8	769	8030
09.048.01	09,048,01	9.48.1	9,48,1	760,1	8	770	8031
09.048.02	09,048,02	9.48.2	9,48,2	760,2	8	770	8032
09.048.03	09,048,03	9.48.3	9,48,3	760,3	8	770	8033
09.048.04	09,048,04	9.48.4	9,48,4	760,4	8	770	8034
09.048.05	09,048,05	9.48.5	9,48,5	760,5	8	770	8035
09.049.01	09,049,01	9.49.1	9,49,1	761,1	8	771	8036
09.049.02	09,049,02	9.49.2	9,49,2	761,2	8	771	8037
09.049.03	09,049,03	9.49.3	9,49,3	761,3	8	771	8038
09.049.04	09,049,04	9.49.4	9,49,4	761,4	8	771	8039
09.049.05	09,049,05	9.49.5	9,49,5	761,5	8	771	8040
09.050.01	09,050,01	9.50.1	9,50,1	762,1	8	772	8041
09.050.02	09,050,02	9.50.2	9,50,2	762,2	8	772	8042
09.050.03	09,050,03	9.50.3	9,50,3	762,3	8	772	8043
09.050.04	09,050,04	9.50.4	9,50,4	762,4	8	772	8044
09.050.05	09,050,05	9.50.5	9,50,5	762,5	8	772	8045
09.051.01	09,051,01	9.51.1	9,51,1	763,1	8	773	8046
09.051.02	09,051,02	9.51.2	9,51,2	763,2	8	773	8047
09.051.03	09,051,03	9.51.3	9,51,3	763,3	8	773	8048
09.051.04	09,051,04	9.51.4	9,51,4	763,4	8	773	8049
09.051.05	09,051,05	9.51.5	9,51,5	763,5	8	773	8050
09.052.01	09,052,01	9.52.1	9,52,1	764,1	8	774	8051
09.052.02	09,052,02	9.52.2	9,52,2	764,2	8	774	8052
09.052.03	09,052,03	9.52.3	9,52,3	764,3	8	774	8053
09.052.04	09,052,04	9.52.4	9,52,4	764,4	8	774	8054
09.052.05	09,052,05	9.52.5	9,52,5	764,5	8	774	8055
09.053.01	09,053,01	9.53.1	9,53,1	765,1	8	775	8056
09.053.02	09,053,02	9.53.2	9,53,2	765,2	8	775	8057
09.053.03	09,053,03	9.53.3	9,53,3	765,3	8	775	8058
09.053.04	09,053,04	9.53.4	9,53,4	765,4	8	775	8059
09.054.01	09,054,01	9.54.1	9,54,1	766,1	8	776	8060
09.054.02	09,054,02	9.54.2	9,54,2	766,2	8	776	8061
09.054.03	09,054,03	9.54.3	9,54,3	766,3	8	776	8062
09.054.04	09,054,04	9.54.4	9,54,4	766,4	8	776	8063
09.055.01	09,055,01	9.55.1	9,55,1	767,1	8	777	8064
09.055.02	09,055,02	9.55.2	9,55,2	767,2	8	777	8065
09.055.03	09,055,03	9.55.3	9,55,3	767,3	8	777	8066
09.055.04	09,055,04	9.55.4	9,55,4	767,4	8	777	8067
09.056.01	09,056,01	9.56.1	9,56,1	768,1	8	778	8068
09.056.02	09,056,02	9.56.2	9,56,2	768,2	8	778	8069
09.056.03	09,056,03	9.56.3	9,56,3	768,3	8	778	8070
09.056.04	09,056,04	9.56.4	9,56,4	768,4	8	778	8071
09.057.01	09,057,01	9.57.1	9,57,1	769,1	8	779	8072
09.057.02	09,057,02	9.57.2	9,57,2	769,2	8	779	8073
09.057.03	09,057,03	9.57.3	9,57,3	769,3	8	779	8074
09.057.04	09,057,04	9.57.4	9,57,4	769,4	8	779	8075
09.058.01	09,058,01	9.58.1	9,58,1	770,1	8	780	8076
09.058.02	09,058,02	9.58.2	9,58,2	770,2	8	780	8077
09.058.03	09,058,03	9.58.3	9,58,3	770,3	8	780	8078
09.058.04	09,058,04	9.58.4	9,58,4	770,4	8	780	8079
09.059.01	09,059,01	9.59.1	9,59,1	771,1	8	781	8080
09.059.02	09,059,02	9.59.2	9,59,2	771,2	8	781	8081
09.059.03	09,059,03	9.59.3	9,59,3	771,3	8	781	8082
09.059.04	09,059,04	9.59.4	9,59,4	771,4	8	781	8083
09.060.01	09,060,01	9.60.1	9,60,1	772,1	8	782	8084
09.060.02	09,060,02	9.60.2	9,60,2	772,2	8	782	8085
09.060.03	09,060,03	9.60.3	9,60,3	772,3	8	782	8086
09.060.04	09,060,04	9.60.4	9,60,4	772,4	8	782	8087
09.061.01	09,061,01	9.61.1	9,61,1	773,1	8	783	8088
09.061.02	09,061,02	9.61.2	9,61,2	773,2	8	783	8089
09.061.03	09,061,03	9.61.3	9,61,3	773,3	8	783	8090
09.061.04	09,061,04	9.61.4	9,61,4	773,4	8	783	8091
09.061.05	09,061,05	9.61.5	9,61,5	773,5	8	783	8092
09.061.06	09,061,06	9.61.6	9,61,6	773,6	8	783	8093
09.061.07	09,061,07	9.61.7	9,61,7	773,7	8	783	8094
09.061.08	09,061,08	9.61.8	9,61,8	773,8	8	783	8095
09.061.09	09,061,09	9.61.9	9,61,9	773,9	8	783	8096
09.061.10	09,061,10	9.61.10	9,61,10	773,10	8	783	8097
09.061.11	09,061,11	9.61.11	9,61,11	773,11	8	783	8098
09.061.12	09,061,12	9.61.12	9,61,12	773,12	8	783	8099
09.061.13	09,061,13	9.61.13	9,61,13	773,13	8	783	8100
09.061.14	09,061,14	9.61.14	9,61,14	773,14	8	783	8101
09.061.15	09,061,15	9.61.15	9,61,15	773,15	8	783	8102
09.061.16	09,061,16	9.61.16	9,61,16	773,16	8	783	8103
09.061.17	09,061,17	9.61.17	9,61,17	773,17	8	783	8104
09.061.18	09,061,18	9.61.18	9,61,18	773,18	8	783	8105
09.061.19	09,061,19	9.61.19	9,61,19	773,19	8	783	8106
09.061.20	09,061,20	9.61.20	9,61,20	773,20	8	783	8107
09.061.21	09,061,21	9.61.21	9,61,21	773,21	8	783	8108
09.061.22	09,061,22	9.61.22	9,61,22	773,22	8	783	8109
09.061.23	09,061,23	9.61.23	9,61,23	773,23	8	783	8110
09.061.24	09,061,24	9.61.24	9,61,24	773,24	8	783	8111
09.061.25	09,061,25	9.61.25	9,61,25	773,25	8	783	8112
09.061.26	09,061,26	9.61.26	9,61,26	773,26	8	783	8113
09.061.27	09,061,27	9.61.27	9,61,27	773,27	8	783	8114
09.061.28	09,061,28	9.61.28	9,61,28	773,28	8	783	8115
09.061.29	09,061,29	9.61.29	9,61,29	773,29	8	783	8116
09.061.30	09,061,30	9.61.30	9,61,30	773,30	8	783	8117
09.062.01	09,062,01	9.62.1	9,62,1	774,1	8	784	8118
09.062.02	09,062,02	9.62.2	9,62,2	774,2	8	784	8119
09.062.03	09,062,03	9.62.3	9,62,3	774,3	8	784	8120
09.062.04	09,062,04	9.62.4	9,62,4	774,4	8	784	8121
09.062.05	09,062,05	9.62.5	9,62,5	774,5	8	784	8122
09.062.06	09,062,06	9.62.6	9,62,6	774,6	8	784	8123
09.062.07	09,062,07	9.62.7	9,62,7	774,7	8	784	8124
09.062.08	09,062,08	9.62.8	9,62,8	774,8	8	784	8125
09.062.09	09,062,09	9.62.9	9,62,9	774,9	8	784	8126
09.062.10	09,062,10	9.62.10	9,62,10	774,10	8	784	8127
09.062.11	09,062,11	9.62.11	9,62,11	774,11	8	784	8128
09.062.12	09,062,12	9.62.12	9,62,12	774,12	8	784	8129
09.062.13	09,062,13	9.62.13	9,62,13	774,13	8	784	8130
09.062.14	09,062,14	9.62.14	9,62,14	774,14	8	784	8131
09.062.15	09,062,15	9.62.15	9,62,15	774,15	8	784	8132
09.062.16	09,062,16	9.62.16	9,62,16	774,16	8	784	8133
09.062.17	09,062,17	9.62.17	9,62,17	774,17	8	784	8134
09.062.18	09,062,18	9.62.18	9,62,18	774,18	8	784	8135
09.062.19	09,062,19	9.62.19	9,62,19	774,19	8	784	8136
09.062.20	09,062,20	9.62.20	9,62,20	774,20	8	784	8137
09.062.21	09,062,21	9.62.21	9,62,21	774,21	8	784	8138
09.062.22	09,062,22	9.62.22	9,62,22	774,22	8	784	8139
09.062.23	09,062,23	9.62.23	9,62,23	774,23	8	784	8140
09.062.24	09,062,24	9.62.24	9,62,24	774,24	8	784	8141
09.062.25	09,062,25	9.62.25	9,62,25	774,25	8	784	8142
09.062.26	09,062,26	9.62.26	9,62,26	774,26	8	784	8143
09.062.27	09,062,27	9.62.27	9,62,27	774,27	8	784	8144
09.062.28	09,062,28	9.62.28	9,62,28	774,28	8	784	8145
09.062.29	09,062,29	9.62.29	9,62,29	774,29	8	784	8146
09.062.30	09,062,30	9.62.30	9,62,30	774,30	8	784	8147
09.063.01	09,063,01	9.63.1	9,63,1	775,1	8	785	8148
09.063.02	09,063,02	9.63.2	9,63,2	775,2	8	785	8149
09.063.03	09,063,03	9.63.3	9,63,3	775,3	8	785	8150
09.063.04	09,063,04	9.63.4	9,63,4	775,4	8	785	8151
09.063.05	09,063,05	9.63.5	9,63,5	775,5	8	785	8152
09.063.06	09,063,06	9.63.6	9,63,6	775,6	8	785	8153
09.063.07	09,063,07	9.63.7	9,63,7	775,7	8	785	8154
09.063.08	09,063,08	9.63.8	9,63,8	775,8	8	785	8155
09.063.09	09,063,09	9.63.9	9,63,9	775,9	8	785	8156
09.063.10	09,063,10	9.63.10	9,63,10	775,10	8	785	8157
09.063.11	09,063,11	9.63.11	9,63,11	775,11	8	785	8158
09.063.12	09,063,12	9.63.12	9,63,12	775,12	8	785	8159
09.063.13	09,063,13	9.63.13	9,63,13	775,13	8	785	8160
09.063.14	09,063,14	9.63.14	9,63,14	775,14	8	785	8161
09.063.15	09,063,15	9.63.15	9,63,15	775,15	8	785	8162
09.063.16	09,063,16	9.63.16	9,63,16	775,16	8	785	8163
09.063.17	09,063,17	9.63.17	9,63,17	775,17	8	785	8164
09.063.18	09,063,18	9.63.18	9,63,18	775,18	8	785	8165
09.063.19	09,063,19	9.63.19	9,63,19	775,19	8	785	8166
09.063.20	09,063,20	9.63.20	9,63,20	775,20	8	785	8167
09.063.21	09,063,21	9.63.21	9,63,21	775,21	8	785	8168
09.063.22	09,063,22	9.63.22	9,63,22	775,22	8	785	8169
09.063.23	09,063,23	9.63.23	9,63,23	775,23	8	785	8170
09.063.24	09,063,24	9.63.24	9,63,24	775,24	8	785	8171
09.063.25	09,063,25	9.63.25	9,63,25	775,25	8	785	8172
09.063.26	09,063,26	9.63.26	9,63,26	775,26	8	785	8173
09.063.27	09,063,27	9.63.27	9,63,27	775,27	8	785	8174
09.063.28	09,063,28	9.63.28	9,63,28	775,28	8	785	8175
09.063.29	09,063,29	9.63.29	9,63,29	775,29	8	785	8176
09.063.30	09,063,30	9.63.30	9,63,30	775,30	8	785	8177
09.064.01	09,064,01	9.64.1	9,64,1	776,1	8	786	8178
09.064.02	09,064,02	9.64.2	9,64,2	776,2	8	786	8179
09.064.03	09,064,03	9.64.3	9,64,3	776,3	8	786	8180
09.064.04	09,064,04	9.64.4	9,64,4	776,4	8	786	8181
09.064.05	09,064,05	9.64.5	9,64,5	776,5	8	786	8182
09.064.06	09,064,06	9.64.6	9,64,6	776,6	8	786	8183
09.064.07	09,064,07	9.64.7	9,64,7	776,7	8	786	8184
09.064.08	09,064,08	9.64.8	9,64,8	776,8	8	786	8185
09.064.09	09,064,09	9.64.9	9,64,9	776,9	8	786	8186
09.064.10	09,064,10	9.64.10	9,64,10	776,10	8	786	8187
09.064.11	09,064,11	9.64.11	9,64,11	776,11	8	786	8188
09.064.12	09,064,12	9.64.12	9,64,12	776,12	8	786	8189
09.064.13	09,064,13	9.64.13	9,64,13	776,13	8	786	8190
09.064.14	09,064,14	9.64.14	9,64,14	776,14	8	786	8191
09.064.15	09,064,15	9.64.15	9,64,15	776,15	8	786	8192
09.064.16	09,064,16	9.64.16	9,64,16	776,16	8	786	8193
09.064.17	09,064,17	9.64.17	9,64,17	776,17	8	786	8194
09.064.18	09,064,18	9.64.18	9,64,18	776,18	8	786	8195
09.064.19	09,064,19	9.64.19	9,64,19	776,19	8	786	8196
09.064.20	09,064,20	9.64.20	9,64,20	776,20	8	786	8197
09.064.21	09,064,21	9.64.21	9,64,21	776,21	8	786	8198
09.064.22	09,064,22	9.64.22	9,64,22	776,22	8	786	8199
09.064.23	09,064,23	9.64.23	9,64,23	776,23	8	786	8200
09.064.24	09,064,24	9.64.24	9,64,24	776,24	8	786	8201
09.064.25	09,064,25	9.64.25	9,64,25	776,25	8	786	8202
09.064.26	09,064,26	9.64.26	9,64,26	776,26	8	786	8203
09.064.27	09,064,27	9.64.27	9,64,27	776,27	8	786	8204
09.064.28	09,064,28	9.64.28	9,64,28	776,28	8	786	8205
09.064.29	09,064,29	9.64.29	9,64,29	776,29	8	786	8206
09.064.30	09,064,30	9.64.30	9,64,30	776,30	8	786	8207
09.065.01	09,065,01	9.65.1	9,65,1	777,1	8	787	8208
09.065.02	09,065,02	9.65.2	9,65,2	777,2	8	787	8209
09.065.03	09,065,03	9.65.3	9,65,3	777,3	8	787	8210
09.065.04	09,065,04	9.65.4	9,65,4	777,4	8	787	8211
09.065.05	09,065,05	9.65.5	9,65,5	777,5	8	787	8212
09.065.06	09,065,06	9.65.6	9,65,6	777,6	8	787	8213
09.065.07	09,065,07	9.65.7	9,65,7	777,7	8	787	8214
09.065.08	09,065,08	9.65.8	9,65,8	777,8	8	787	8215
09.065.09	09,065,09	9.65.9	9,65,9	777,9	8	787	8216
09.065.10	09,065,10	9.65.10	9,65,10	777,10	8	787	8217
09.065.11	09,065,11	9.65.11	9,65,11	777,11	8	787	8218
09.065.12	09,065,12	9.65.12	9,65,12	777,12	8	787	8219
09.065.13	09,065,13	9.65.13	9,65,13	777,13	8	787	8220
09.065.14	09,065,14	9.65.14	9,65,14	777,14	8	787	8221
09.065.15	09,065,15	9.65.15	9,65,15	777,15	8	787	8222
09.065.16	09,065,16	9.65.16	9,65,16	777,16	8	787	8223
09.065.17	09,065,17	9.65.17	9,65,17	777,17	8	787	8224
09.065.18	09,065,18	9.65.18	9,65,18	777,18	8	787	8225
09.065.19	09,065,19	9.65.19	9,65,19	777,19	8	787	8226
09.065.20	09,065,20	9.65.20	9,65,20	777,20	8	787	8227
09.065.21	09,065,21	9.65.21	9,65,21	777,21	8	787	8228
09.065.22	09,065,22	9.65.22	9,65,22	777,22	8	787	8229
09.065.23	09,065,23	9.65.23	9,65,23	777,23	8	787	8230
09.065.24	09,065,24	9.65.24	9,65,24	777,24	8	787	8231
09.065.25	09,065,25	9.65.25	9,65,25	777,25	8	787	8232
09.065.26	09,065,26	9.65.26	9,65,26	777,26	8	787	8233
09.065.27	09,065,27	9.65.27	9,65,27	777,27	8	787	8234
09.065.28	09,065,28	9.65.28	9,65,28	777,28	8	787	8235
09.065.29	09,065,29	9.65.29	9,65,29	777,29	8	787	8236
09.065.30	09,065,30	9.65.30	9,65,30	777,30	8	787	8237
09.066.01	09,066,01	9.66.1	9,66,1	778,1	8	788	8238
09.066.02	09,066,02	9.66.2	9,66,2	778,2	8	788	8239
09.066.03	09,066,03	9.66.3	9,66,3	778,3	8	788	8240
09.066.04	09,066,04	9.66.4	9,66,4	778,4	8	788	8241
09.066.05	09,066,05	9.66.5	9,66,5	778,5	8	788	8242
09.066.06	09,066,06	9.66.6	9,66,6	778,6	8	788	8243
09.066.07	09,066,07	9.66.7	9,66,7	778,7	8	788	8244
09.066.08	09,066,08	9.66.8	9,66,8	778,8	8	788	8245
09.066.09	09,066,09	9.66.9	9,66,9	778,9	8	788	8246
09.066.10	09,066,10	9.66.10	9,66,10	778,10	8	788	8247
09.066.11	09,066,11	9.66.11	9,66,11	778,11	8	788	8248
09.066.12	09,066,12	9.66.12	9,66,12	778,12	8	788	8249
09.066.13	09,066,13	9.66.13	9,66,13	778,13	8	788	8250
09.066.14	09,066,14	9.66.14	9,66,14	778,14	8	788	8251
09.066.15	09,066,15	9.66.15	9,66,15	778,15	8	788	8252
09.066.16	09,066,16	9.66.16	9,66,16	778,16	8	788	8253
09.066.17	09,066,17	9.66.17	9,66,17	778,17	8	788	8254
09.066.18	09,066,18	9.66.18	9,66,18	778,18	8	788	8255
09.066.19	09,066,19	9.66.19	9,66,19	778,19	8	788	8256
09.066.20	09,066,20	9.66.20	9,66,20	778,20	8	788	8257
09.066.21	09,066,21	9.66.21	9,66,21	778,21	8	788	8258
09.066.22	09,066,22	9.66.22	9,66,22	778,22	8	788	8259
09.066.23	09,066,23	9.66.23	9,66,23	778,23	8	788	8260
09.066.24	09,066,24	9.66.24	9,66,24	778,24	8	788	8261
09.066.25	09,066,25	9.66.25	9,66,25	778,25	8	788	8262
09.066.26	09,066,26	9.66.26	9,66,26	778,26	8	788	8263
09.066.27	09,066,27	9.66.27	9,66,27	778,27	8	788	8264
09.066.28	09,066,28	9.66.28	9,66,28	778,28	8	788	8265
09.066.29	09,066,29	9.66.29	9,66,29	778,29	8	788	8266
09.066.30	09,066,30	9.66.30	9,66,30	778,30	8	788	8267
09.067.01	09,067,01	9.67.1	9,67,1	779,1	8	789	8268
09.067.02	09,067,02	9.67.2	9,67,2	779,2	8	789	8269
09.067.03	09,067,03	9.67.3	9,67,3	779,3	8	789	8270
09.067.04	09,067,04	9.67.4	9,67,4	779,4	8	789	8271
09.067.05	09,067,05	9.67.5	9,67,5	779,5	8	789	8272
09.067.06	09,067,06	9.67.6	9,67,6	779,6	8	789	8273
09.067.07	09,067,07	9.67.7	9,67,7	779,7	8	789	8274
09.067.08	09,067,08	9.67.8	9,67,8	779,8	8	789	8275
09.067.09	09,067,09	9.67.9	9,67,9	779,9	8	789	8276
09.067.10	09,067,10	9.67.10	9,67,10	779,10	8	789	8277
09.067.11	09,067,11	9.67.11	9,67,11	779,11	8	789	8278
09.067.12	09,067,12	9.67.12	9,67,12	779,12	8	789	8279
09.067.13	09,067,13	9.67.13	9,67,13	779,13	8	789	8280
09.067.14	09,067,14	9.67.14	9,67,14	779,14	8	789	8281
09.067.15	09,067,15	9.67.15	9,67,15	779,15	8	789	8282
09.067.16	09,067,16	9.67.16	9,67,16	779,16	8	789	8283
09.067.17	09,067,17	9.67.17	9,67,17	779,17	8	789	8284
09.067.18	09,067,18	9.67.18	9,67,18	779,18	8	789	8285
09.067.19	09,067,19	9.67.19	9,67,19	779,19	8	789	8286
09.067.20	09,067,20	9.67.20	9,67,20	779,20	8	789	8287
09.067.21	09,067,21	9.67.21	9,67,21	779,21	8	789	8288
09.067.22	09,067,22	9.67.22	9,67,22	779,22	8	789	8289
09.067.23	09,067,23	9.67.23	9,67,23	779,23	8	789	8290
09.067.24	09,067,24	9.67.24	9,67,24	779,24	8	789	8291
09.067.25	09,067,25	9.67.25	9,67,25	779,25	8	789	8292
09.067.26	09,067,26	9.67.26	9,67,26	779,26	8	789	8293
09.067.27	09,067,27	9.67.27	9,67,27	779,27	8	789	8294
09.067.28	09,067,28	9.67.28	9,67,28	779,28	8	789	8295
09.067.29	09,067,29	9.67.29	9,67,29	779,29	8	789	8296
09.067.30	09,067,30	9.67.30	9,67,30	779,30	8	789	8297
09.067.31	09,067,31	9.67.31	9,67,31	779,31	8	789	8298
09.067.32	09,067,32	9.67.32	9,67,32	779,32	8	789	8299
09.068.01	09,068,01	9.68.1	9,68,1	780,1	8	790	8300
09.068.02	09,068,02	9.68.2	9,68,2	780,2	8	790	8301
09.068.03	09,068,03	9.68.3	9,68,3	780,3	8	790	8302
09.068.04	09,068,04	9.68.4	9,68,4	780,4	8	790	8303
09.068.05	09,068,05	9.68.5	9,68,5	780,5	8	790	8304
09.068.06	09,068,06	9.68.6	9,68,6	780,6	8	790	8305
09.068.07	09,068,07	9.68.7	9,68,7	780,7	8	790	8306
09.068.08	09,068,08	9.68.8	9,68,8	780,8	8	790	8307
09.068.09	09,068,09	9.68.9	9,68,9	780,9	8	790	8308
09.068.10	09,068,10	9.68.10	9,68,10	780,10	8	790	8309
09.069.01	09,069,01	9.69.1	9,69,1	781,1	8	791	8310
09.069.02	09,069,02	9.69.2	9,69,2	781,2	8	791	8311
09.069.03	09,069,03	9.69.3	9,69,3	781,3	8	791	8312
09.069.04	09,069,04	9.69.4	9,69,4	781,4	8	791	8313
09.069.05	09,069,05	9.69.5	9,69,5	781,5	8	791	8314
09.069.06	09,069,06	9.69.6	9,69,6	781,6	8	791	8315
09.069.07	09,069,07	9.69.7	9,69,7	781,7	8	791	8316
09.069.08	09,069,08	9.69.8	9,69,8	781,8	8	791	8317
09.069.09	09,069,09	9.69.9	9,69,9	781,9	8	791	8318
09.069.10	09,069,10	9.69.10	9,69,10	781,10	8	791	8319
09.070.01	09,070,01	9.70.1	9,70,1	782,1	8	792	8320
09.070.02	09,070,02	9.70.2	9,70,2	782,2	8	792	8321
09.070.03	09,070,03	9.70.3	9,70,3	782,3	8	792	8322
09.070.04	09,070,04	9.70.4	9,70,4	782,4	8	792	8323
09.070.05	09,070,05	9.70.5	9,70,5	782,5	8	792	8324
09.070.06	09,070,06	9.70.6	9,70,6	782,6	8	792	8325
09.070.07	09,070,07	9.70.7	9,70,7	782,7	8	792	8326
09.070.08	09,070,08	9.70.8	9,70,8	782,8	8	792	8327
09.070.09	09,070,09	9.70.9	9,70,9	782,9	8	792	8328
09.070.10	09,070,10	9.70.10	9,70,10	782,10	8	792	8329
09.071.01	09,071,01	9.71.1	9,71,1	783,1	8	793	8330
09.071.02	09,071,02	9.71.2	9,71,2	783,2	8	793	8331
09.071.03	09,071,03	9.71.3	9,71,3	783,3	8	793	8332
09.071.04	09,071,04	9.71.4	9,71,4	783,4	8	793	8333
09.071.05	09,071,05	9.71.5	9,71,5	783,5	8	793	8334
09.071.06	09,071,06	9.71.6	9,71,6	783,6	8	793	8335
09.071.07	09,071,07	9.71.7	9,71,7	783,7	8	793	8336
09.071.08	09,071,08	9.71.8	9,71,8	783,8	8	793	8337
09.071.09	09,071,09	9.71.9	9,71,9	783,9	8	793	8338
09.072.01	09,072,01	9.72.1	9,72,1	784,1	8	794	8339
09.072.02	09,072,02	9.72.2	9,72,2	784,2	8	794	8340
09.072.03	09,072,03	9.72.3	9,72,3	784,3	8	794	8341
09.072.04	09,072,04	9.72.4	9,72,4	784,4	8	794	8342
09.072.05	09,072,05	9.72.5	9,72,5	784,5	8	794	8343
09.072.06	09,072,06	9.72.6	9,72,6	784,6	8	794	8344
09.072.07	09,072,07	9.72.7	9,72,7	784,7	8	794	8345
09.072.08	09,072,08	9.72.8	9,72,8	784,8	8	794	8346
09.072.09	09,072,09	9.72.9	9,72,9	784,9	8	794	8347
09.073.01	09,073,01	9.73.1	9,73,1	785,1	8	795	8348
09.073.02	09,073,02	9.73.2	9,73,2	785,2	8	795	8349
09.073.03	09,073,03	9.73.3	9,73,3	785,3	8	795	8350
09.073.04	09,073,04	9.73.4	9,73,4	785,4	8	795	8351
09.073.05	09,073,05	9.73.5	9,73,5	785,5	8	795	8352
09.073.06	09,073,06	9.73.6	9,73,6	785,6	8	795	8353
09.073.07	09,073,07	9.73.7	9,73,7	785,7	8	795	8354
09.073.08	09,073,08	9.73.8	9,73,8	785,8	8	795	8355
09.073.09	09,073,09	9.73.9	9,73,9	785,9	8	795	8356
09.074.01	09,074,01	9.74.1	9,74,1	786,1	8	796	8357
09.074.02	09,074,02	9.74.2	9,74,2	786,2	8	796	8358
09.074.03	09,074,03	9.74.3	9,74,3	786,3	8	796	8359
09.074.04	09,074,04	9.74.4	9,74,4	786,4	8	796	8360
09.074.05	09,074,05	9.74.5	9,74,5	786,5	8	796	8361
09.074.06	09,074,06	9.74.6	9,74,6	786,6	8	796	8362
09.074.07	09,074,07	9.74.7	9,74,7	786,7	8	796	8363
09.074.08	09,074,08	9.74.8	9,74,8	786,8	8	796	8364
09.074.09	09,074,09	9.74.9	9,74,9	786,9	8	796	8365
09.075.01	09,075,01	9.75.1	9,75,1	787,1	8	797	8366
09.075.02	09,075,02	9.75.2	9,75,2	787,2	8	797	8367
09.075.03	09,075,03	9.75.3	9,75,3	787,3	8	797	8368
09.075.04	09,075,04	9.75.4	9,75,4	787,4	8	797	8369
09.075.05	09,075,05	9.75.5	9,75,5	787,5	8	797	8370
09.076.01	09,076,01	9.76.1	9,76,1	788,1	8	798	8371
09.076.02	09,076,02	9.76.2	9,76,2	788,2	8	798	8372
09.076.03	09,076,03	9.76.3	9,76,3	788,3	8	798	8373
09.076.04	09,076,04	9.76.4	9,76,4	788,4	8	798	8374
09.076.05	09,076,05	9.76.5	9,76,5	788,5	8	798	8375
09.077.01	09,077,01	9.77.1	9,77,1	789,1	8	799	8376
09.077.02	09,077,02	9.77.2	9,77,2	789,2	8	799	8377
09.077.03	09,077,03	9.77.3	9,77,3	789,3	8	799	8378
09.077.04	09,077,04	9.77.4	9,77,4	789,4	8	799	8379
09.077.05	09,077,05	9.77.5	9,77,5	789,5	8	799	8380
09.078.01	09,078,01	9.78.1	9,78,1	790,1	8	800	8381
09.078.02	09,078,02	9.78.2	9,78,2	790,2	8	800	8382
09.078.03	09,078,03	9.78.3	9,78,3	790,3	8	800	8383
09.078.04	09,078,04	9.78.4	9,78,4	790,4	8	800	8384
09.078.05	09,078,05	9.78.5	9,78,5	790,5	8	800	8385
09.079.01	09,079,01	9.79.1	9,79,1	791,1	8	801	8386
09.079.02	09,079,02	9.79.2	9,79,2	791,2	8	801	8387
09.079.03	09,079,03	9.79.3	9,79,3	791,3	8	801	8388
09.079.04	09,079,04	9.79.4	9,79,4	791,4	8	801	8389
09.079.05	09,079,05	9.79.5	9,79,5	791,5	8	801	8390
09.080.01	09,080,01	9.80.1	9,80,1	792,1	8	802	8391
09.080.02	09,080,02	9.80.2	9,80,2	792,2	8	802	8392
09.080.03	09,080,03	9.80.3	9,80,3	792,3	8	802	8393
09.080.04	09,080,04	9.80.4	9,80,4	792,4	8	802	8394
09.080.05	09,080,05	9.80.5	9,80,5	792,5	8	802	8395
09.081.01	09,081,01	9.81.1	9,81,1	793,1	8	803	8396
09.081.02	09,081,02	9.81.2	9,81,2	793,2	8	803	8397
09.081.03	09,081,03	9.81.3	9,81,3	793,3	8	803	8398
09.081.04	09,081,04	9.81.4	9,81,4	793,4	8	803	8399
09.081.05	09,081,05	9.81.5	9,81,5	793,5	8	803	8400
09.082.01	09,082,01	9.82.1	9,82,1	794,1	8	804	8401
09.082.02	09,082,02	9.82.2	9,82,2	794,2	8	804	8402
09.082.03	09,082,03	9.82.3	9,82,3	794,3	8	804	8403
09.082.04	09,082,04	9.82.4	9,82,4	794,4	8	804	8404
09.082.05	09,082,05	9.82.5	9,82,5	794,5	8	804	8405
09.083.01	09,083,01	9.83.1	9,83,1	795,1	8	805	8406
09.083.02	09,083,02	9.83.2	9,83,2	795,2	8	805	8407
09.083.03	09,083,03	9.83.3	9,83,3	795,3	8	805	8408
09.083.04	09,083,04	9.83.4	9,83,4	795,4	8	805	8409
09.083.05	09,083,05	9.83.5	9,83,5	795,5	8	805	8410
09.084.01	09,084,01	9.84.1	9,84,1	796,1	8	806	8411
09.084.02	09,084,02	9.84.2	9,84,2	796,2	8	806	8412
09.084.03	09,084,03	9.84.3	9,84,3	796,3	8	806	8413
