rv_frequency,zurich_lemma,zurich_lemmatype,gra_lemma_rank,gra_lemma_id,revised (y/n)
58,yúj-,Nominalstamm,,lemma_yuj_7134,y
57,√aś- 1,Wurzel,,lemma_aS_1210,y
57,bhára-,Nominalstamm,,lemma_Bara_6314,y
57,dyumánt-,Nominalstamm,,lemma_dyumat_4521,y
57,dákṣiṇa-,Nominalstamm,,lemma_dakziRa_4048,y
57,mánus-,Nominalstamm,,lemma_manus_6616,y
57,vr̥ṣṭí-,Nominalstamm,,lemma_vfzwi_8441,y
57,vāmá-,Nominalstamm,,lemma_vAma_7908,y
56,√cud-,Wurzel,,lemma_cud_3318,y
56,adhvaryú-,Nominalstamm,,lemma_aDvaryu_389,y
56,cakrá-,Nominalstamm,,lemma_cakra_3185,y
56,mahitvá-,Nominalstamm,,lemma_mahitva_6738,y
56,nákiḥ,Invariabile,,lemma_nakis_4796,y
56,nā́bhi-,Nominalstamm,,lemma_nABi_4920,y
56,sākám,Invariabile,,lemma_sAkam_9608,y
56,śúbh-,Nominalstamm,,lemma_SuB_8858,y
55,√praś-,Wurzel,,lemma_pfC_5738,y
55,dhárman-,Nominalstamm,,lemma_Darman_4659,y
55,dhī́ra-,Nominalstamm,,lemma_DIra_4715,y
55,nahí,Invariabile,,lemma_nahi_4898,y
55,prácetas-,Nominalstamm,,lemma_pracetas_5847,y
55,śácī-,Nominalstamm,,lemma_SacI_8584,y
55,√gā(y)-,Wurzel,,lemma_gA_2948,y
54,√puṣ-,Wurzel,,lemma_puz_5666,y
54,gúhā,Invariabile,,lemma_guhA_3001,y
54,kr̥ṣṭí-,Nominalstamm,,lemma_kfzwi_2687,y
54,káṇva-,Nominalstamm,,lemma_kaRva_2390,y
54,pŕ̥tanā-,Nominalstamm,,lemma_pftanA_5742,y
54,vā́ra- 1,Nominalstamm,,lemma_vAra_7923,y
53,śocís-,Nominalstamm,,lemma_Socis_8920,y
53,bhū́mi-,Nominalstamm,,lemma_BUmi_6408,y
53,dvíṣ-,Nominalstamm,,lemma_dviz_4618,y
53,svásar-,Nominalstamm,,lemma_svasf_10481,y
53,sómapīti-,Nominalstamm,,lemma_somapIti_10172,y
53,ukthyà-,Nominalstamm,,lemma_ukTya_1854,y
53,vásiṣṭha-,Nominalstamm,,lemma_vasizWa_7796,y
53,íḷā-,Nominalstamm,,lemma_iqA_1682,y
53,ājí-,Nominalstamm,,lemma_Aji_1477,y
53,√kṣi-,Wurzel,,lemma_kzi_2795,y
52,√yudh-,Wurzel,,lemma_yuD_7139,y
52,asaú,Pronomen,,lemma_adas_279,y
52,dhruvá-,Nominalstamm,,lemma_Druva_4772,y
52,hárivant-,Nominalstamm,,lemma_harivat_10573,y
52,purás,Invariabile,,lemma_puras_5556,y
52,somyá-,Nominalstamm,,lemma_somya_10191,y
52,sátpati-,Nominalstamm,,lemma_satpati_9172,y
52,sīm,Invariabile,,lemma_sIm_9697,y
51,√sū- 1,Wurzel,,lemma_sU_10079,y
51,aktú-,Nominalstamm,,lemma_aktu_35,y
51,brahmán-,Nominalstamm,,lemma_brahman_6269,y
51,dasrá-,Nominalstamm,,lemma_dasra_4162,y
51,dráviṇa-,Nominalstamm,,lemma_draviRa_4544,y
51,dáma-,Nominalstamm,,lemma_dama_4091,y
51,hásta-,Nominalstamm,,lemma_hasta_10626,y
51,suvitá-,Nominalstamm,,lemma_suvita_9968,y
51,yā́man-,Nominalstamm,,lemma_yAman_7114,y
51,śivá-,Nominalstamm,,lemma_Siva_8793,y
51,√ji- 2 ~ jinv-,Wurzel,1,lemma_jinv_3510,y
51,√ji- 2 ~ jinv-,Wurzel,2,lemma_ji_3501,y
51,√yat-,Wurzel,,lemma_yat_7027,y
50,√śī-,Wurzel,,lemma_SI_8805,y
50,kaláśa-,Nominalstamm,,lemma_kalaSa_2474,y
50,kuvít,Invariabile,,lemma_kuvid_2625,y
50,paṇí-,Nominalstamm,,lemma_paRi_5185,y
50,r̥ṣvá-,Nominalstamm,,lemma_fzva_2269,y
50,áha,Invariabile,,lemma_aha_1398,y
50,ū́dhar-,Nominalstamm,,lemma_UDar_2097,y
50,√bhūṣ-,Wurzel,,lemma_BUz_6436,y
50,√devay-,Wurzel,,lemma_devay_4453,y
50,√dhāv- 1,Wurzel,,lemma_DAv_4691,y
49,adrivant-,Nominalstamm,,lemma_adrivat_328,y
49,grā́van-,Nominalstamm,,lemma_grAvan_3117,y
49,nárya-,Nominalstamm,,lemma_narya_4864,y
49,návyas-,Nominalstamm,,lemma_navyas_4886,y
49,rūpá-,Nominalstamm,,lemma_rUpa_7468,y
49,sahasrín-,Nominalstamm,,lemma_sahasrin_9585,y
49,suvr̥ktí-,Nominalstamm,,lemma_suvfkti_9977,y
49,vrajá-,Nominalstamm,,lemma_vraja_8532,y
49,√bhī-,Wurzel,,lemma_BI_6377,y
49,√pr̥c-,Wurzel,,lemma_pfc_5736,y
49,√sru-,Wurzel,,lemma_sru_10358,y
48,gātú-,Nominalstamm,,lemma_gAtu_2950,y
48,kārú-,Nominalstamm,,lemma_kAru_2533,y
48,púraṃdhi-,Nominalstamm,,lemma_puraMDi_5553,y
48,sadhástha-,Nominalstamm,,lemma_saDasTa_9245,y
48,ádabdha-,Nominalstamm,,lemma_adabDa_272,y
48,ánna-,Nominalstamm,,lemma_anna_596,y
48,√dr̥- ~ dr̥̄-,Wurzel,,lemma_dar_4104,y
48,√khyā-,Wurzel,,lemma_KyA_2878,y
47,cákṣus-,Nominalstamm,,lemma_cakzus_3196,y
47,dūrá-,Nominalstamm,,lemma_dUra_4388,y
47,kr̥ṣṇá-,Nominalstamm,,lemma_kfzRa_2691,y
47,rákṣas-,Nominalstamm,,lemma_rakzas_7210,y
47,rása-,Nominalstamm,,lemma_rasa_7345,y
47,samád-,Nominalstamm,,lemma_samad_9363,y
47,svit,Invariabile,,lemma_svid_10523,y
47,turá- 1,Nominalstamm,1,lemma_tura_3796,y
47,turá- 1,Nominalstamm,2,lemma_tura_3795,y
47,yajatá-,Nominalstamm,,lemma_yajata_6995,y
47,√hvā-,Wurzel,,lemma_hU_10718,y
47,√maṃh-,Wurzel,,lemma_maMh_6479,y
47,√nam- 1,Wurzel,,lemma_nam_4841,y
47,√tap-,Wurzel,,lemma_tap_3661,y
47,√śās-,Wurzel,,lemma_SAs_8750,y
46,avitár-,Nominalstamm,,lemma_avitf_1169,y
46,dhr̥ṣṇú-,Nominalstamm,,lemma_DfzRu_4748,y
46,kám,Invariabile,,lemma_kam_2428,y
46,mahiṣá-,Nominalstamm,,lemma_mahiza_6748,y
46,paúṃsya-,Nominalstamm,,lemma_pOMsya_5827,y
46,pr̥thú-,Nominalstamm,,lemma_pfTu_5763,y
46,sama-,Pronomen,,lemma_sama_9360,y
46,átri-,Nominalstamm,,lemma_atri_258,y
46,índrāváruṇa-,Nominalstamm,,lemma_indrAvaruRa_1743,y
46,śíras- ~ śīrṣán-,Nominalstamm,1,lemma_Siras_8789,y
46,śíras- ~ śīrṣán-,Nominalstamm,2,lemma_SIrzan_8815,y
46,śíśu-,Nominalstamm,,lemma_SiSu_8796,y
46,√ad-,Wurzel,,lemma_ad_267,y
46,√aj-,Wurzel,,lemma_aj_169,y
46,√ranⁱ-,Wurzel,,lemma_ran_7296,y
45,aṃśú-,Nominalstamm,,lemma_aMSu_5,y
45,jihvā́-,Nominalstamm,,lemma_jihvA_3517,y
45,kṣatrá-,Nominalstamm,,lemma_kzatra_2773,y
45,kṣití-,Nominalstamm,,lemma_kziti_2798,y
45,práyas-,Nominalstamm,,lemma_prayas_5956,y
45,páñca-,Nominalstamm,,lemma_paYcan_5173,y
45,samídh-,Nominalstamm,,lemma_samiD_9395,y
45,sū́ra-,Nominalstamm,,lemma_sUra_10114,y
45,ubháya-,Nominalstamm,,lemma_uBaya_2011,y
45,átithi-,Nominalstamm,,lemma_atiTi_229,y
45,śakrá-,Nominalstamm,,lemma_Sakra_8575,y
45,śáṃsa-,Nominalstamm,,lemma_SaMsa_8558,y
45,√nakṣ-,Wurzel,,lemma_nakz_4803,y
45,√śubh-,Wurzel,,lemma_SuB_8857,y
44,dasmá-,Nominalstamm,,lemma_dasma_4153,y
44,dvā́r-,Nominalstamm,,lemma_dvAr_4600,y
44,mahá-,Nominalstamm,,lemma_maha_6709,y
44,parás,Invariabile,,lemma_paras_5268,y
44,pára-,Nominalstamm,,lemma_para_5262,y
44,vánaspáti-,Nominalstamm,,lemma_vanaspati_7628,y
44,áram,Invariabile,,lemma_aram_974,y
44,árāti-,Nominalstamm,,lemma_arAti_986,y
44,√hā- 2,Wurzel,,lemma_hA_10639,y
44,√rī-,Wurzel,,lemma_ri_7400,y
44,√sapary-,Wurzel,,lemma_sapary_9309,y
43,girí-,Nominalstamm,,lemma_giri_2977,y
43,jāmí-,Nominalstamm,,lemma_jAmi_3484,y
43,vadhá-,Nominalstamm,,lemma_vaDa_7599,y
43,ánta-,Nominalstamm,,lemma_anta_567,y
43,āré,Invariabile,,lemma_Ara_1584,y
43,√cyu-,Wurzel,,lemma_cyu_3347,y
43,√dyut-,Wurzel,,lemma_dyut_4517,y
43,√randh-,Wurzel,,lemma_raD_7291,y
43,√ric-,Wurzel,,lemma_ric_7404,y
43,√sā- ~ si-,Wurzel,1,lemma_si_9667,y
43,√sā- ~ si-,Wurzel,2,lemma_sA_9603,y
43,√vakṣ-,Wurzel,,lemma_vakz_7552,y
42,dvá-,Nominalstamm,,lemma_dva_4585,y
42,dvéṣas-,Nominalstamm,,lemma_dvezas_4623,y
42,kvà,Invariabile,,lemma_kva_2770,y
42,mā́ruta-,Nominalstamm,,lemma_mAruta_6804,y
42,mīḍhváṃs-,Nominalstamm,,lemma_mIQvas_6864,y
42,návya-,Nominalstamm,,lemma_navya_4884,y
42,tveṣá-,Nominalstamm,,lemma_tveza_4012,y
42,√ruj-,Wurzel,,lemma_ruj_7435,y
42,√stambhⁱ-,Wurzel,,lemma_staB_10220,y
42,√vājay- 2,Wurzel,1,lemma_vAjay_7867,y
42,√vājay- 2,Wurzel,2,lemma_vaj_7578,y
41,anyaká-,Nominalstamm,,lemma_anyaka_603,y
41,gaṇá-,Nominalstamm,,lemma_gaRa_2881,y
41,gírvaṇas-,Nominalstamm,,lemma_girvaRas_2983,y
41,indriyá-,Nominalstamm,,lemma_indriya_1746,y
41,kā́vya-,Nominalstamm,,lemma_kAvya_2541,y
41,naú- ~ nā́v-,Nominalstamm,1,lemma_nO_5145,y
41,naú- ~ nā́v-,Nominalstamm,2,lemma_nAva_4933,y
41,nŕ̥tama-,Nominalstamm,,lemma_nftama_5089,y
41,tritá-,Nominalstamm,,lemma_trita_3933,y
41,yuvatí-,Nominalstamm,,lemma_yuvati_7153,y
41,yáviṣṭha-,Nominalstamm,,lemma_yavizWa_7074,y
41,āvís,Invariabile,,lemma_Avis_1620,y
41,√dah-,Wurzel,,lemma_dah_4163,y
41,√sādh- ~ sidh-,Wurzel,,lemma_sAD_9620lemma_siD_9674,y
40,anehás-,Nominalstamm,,lemma_anehas_566,y
40,aṅgá,Invariabile,,lemma_aNga_133,y
40,darśatá-,Nominalstamm,,lemma_darSata_4115,y
40,dhúr-,Nominalstamm,,lemma_Dur_4726,y
40,haryatá-,Nominalstamm,,lemma_haryata_10586,y
40,hávya-,Nominalstamm,,lemma_havya_10612,y
40,jágat-,Nominalstamm,,lemma_jagat_3371,y
40,jánman-,Nominalstamm,,lemma_janman_3416,y
40,kárman-,Nominalstamm,,lemma_karman_2465,y
40,sthirá-,Nominalstamm,,lemma_sTira_10277,y
40,sugá-,Nominalstamm,,lemma_suga_9725,y
40,sūnŕ̥ta-,Nominalstamm,,lemma_sUnfta_10098,y
40,táviṣī-,Nominalstamm,,lemma_tavizI_3718,y
40,vára- 1,Nominalstamm,1,lemma_vara_7698,y
40,vára- 1,Nominalstamm,2,lemma_vara_7699,y
40,vásyaṃs-,Nominalstamm,,lemma_vasyas_7832,y
40,vītí-,Nominalstamm,,lemma_vIti_8308,y
40,yadā́,Invariabile,,lemma_yadA_7047,y
40,ádhvan-,Nominalstamm,,lemma_aDvan_383,y
40,√nabh- 1,Wurzel,,lemma_naB_4828,y
40,√vadhⁱ-,Wurzel,,lemma_vaD_7598,y
39,abhíṣṭi-,Nominalstamm,,lemma_aBizwi_816,y
39,jyéṣṭha-,Nominalstamm,,lemma_jyezWa_3587,y
39,kadā́,Invariabile,,lemma_kadA_2403,y
39,kóśa-,Nominalstamm,,lemma_koSa_2723,y
39,nr̥cákṣas-,Nominalstamm,,lemma_nfcakzas_5086,y
39,rúśant-,Nominalstamm,,lemma_ruSat_7457,y
39,tavás-,Nominalstamm,,lemma_tavas_3713,y
39,uttamá-,Nominalstamm,,lemma_uttama_1880,y
39,vápus-,Nominalstamm,,lemma_vapus_7668,y
39,váreṇya-,Nominalstamm,,lemma_vareRya_7731,y
39,ánīka-,Nominalstamm,,lemma_anIka_508,y
39,ī́ḍya-,Nominalstamm,,lemma_Iqya_1827,y
39,√prā-,Wurzel,,lemma_prA_6034,y
38,camū́-,Nominalstamm,,lemma_camU_3238,y
38,devávīti-,Nominalstamm,,lemma_devavIti_4466,y
38,mádhya-,Nominalstamm,,lemma_maDya_6575,y
38,pratyáñc-,Nominalstamm,,lemma_pratyac_5901,y
38,r̥tú-,Nominalstamm,,lemma_ftu_2219,y
38,samrā́j-,Nominalstamm,,lemma_samrAj_9425,y
38,saúbhaga-,Nominalstamm,,lemma_sOBaga_10194,y
38,vŕ̥dh-,Nominalstamm,,lemma_vfD_8386,y
38,yugá-,Nominalstamm,,lemma_yuga_7131,y
38,ā́rya-,Nominalstamm,1,lemma_Arya_1608,y
38,ā́rya-,Nominalstamm,2,lemma_Arya_1609,y
38,śúṣṇa-,Nominalstamm,,lemma_SuzRa_8880,y
38,√dhū-,Wurzel,,lemma_DU_4727,y
37,catúr-,Nominalstamm,,lemma_catur_3201,y
37,manīṣín-,Nominalstamm,,lemma_manIzin_6605,y
37,mr̥gá-,Nominalstamm,,lemma_mfga_6912,y
37,niyút-,Nominalstamm,,lemma_niyut_5002,y
37,satrā́,Invariabile,,lemma_satrA_9196,y
37,sádas-,Nominalstamm,,lemma_sadas_9214,y
37,usríya-,Nominalstamm,,lemma_usriya_2092,y
37,yaśás-,Nominalstamm,,lemma_yaSas_7081,y
37,ā́yudha-,Nominalstamm,,lemma_AyuDa_1580,y
37,śubhrá-,Nominalstamm,,lemma_SuBra_8863,y
37,√yu- 1,Wurzel,,lemma_yu_7124,y
36,kútsa-,Nominalstamm,,lemma_kutsa_2592,y
36,maghá-,Nominalstamm,,lemma_maGa_6499,y
36,matsará-,Nominalstamm,,lemma_matsara_6523,y
36,nákt-,Nominalstamm,,lemma_nakta_4798,y
36,prajā́vant-,Nominalstamm,,lemma_prajAvat_5855,y
36,prā́ñc-,Nominalstamm,,lemma_prAc_6037,y
36,r̥tāvŕ̥dh-,Nominalstamm,,lemma_ftAvfD_2216,y
36,suháva-,Nominalstamm,,lemma_suhava_10065,y
36,sukŕ̥t-,Nominalstamm,,lemma_sukft_9708,y
36,ukṣán-,Nominalstamm,,lemma_ukzan_1860,y
36,viśvávedas-,Nominalstamm,,lemma_viSvavedas_8207,y
36,śáviṣṭha-,Nominalstamm,,lemma_SavizTa_8715,y
36,√hā- 1,Wurzel,,lemma_hA_10639,y
36,√rej-,Wurzel,,lemma_rej_7473,y
36,√uruṣy-,Wurzel,,lemma_uruzy_2046,y
36,√viṣ- 2,Wurzel,,lemma_viz_8235,y
35,amítra-,Nominalstamm,,lemma_amitra_883,y
35,aruṇá-,Nominalstamm,,lemma_aruRa_1016,y
35,bhū́man-,Nominalstamm,,lemma_BUman_6406,y
35,duroṇá-,Nominalstamm,,lemma_duroRa_4308,y
35,iṣṭí-,Nominalstamm,,lemma_izwi_1814,y
35,janúṣ-,Nominalstamm,,lemma_janus_3413,y
35,māyín-,Nominalstamm,,lemma_mAyin_6801,y
35,pád-,Nominalstamm,,lemma_pad_5226,y
35,saní-,Nominalstamm,,lemma_sani_9275,y
35,sujātá-,Nominalstamm,,lemma_sujAta_9751,y
35,suparṇá-,Nominalstamm,,lemma_suparRa_9833,y
35,viśvávāra-,Nominalstamm,,lemma_viSvavAra_8203,y
35,yóṣā-,Nominalstamm,,lemma_yozA_7199,y
35,yúdh-,Nominalstamm,,lemma_yuD_7140,y
35,ānuṣák,Invariabile,,lemma_Anuzak_1527,y
35,√guh-,Wurzel,,lemma_guh_2998,y
35,√trā-,Wurzel,,lemma_trA_3919,y
35,√vyā-,Wurzel,,lemma_vyA_8522,y
34,dharúṇa-,Nominalstamm,,lemma_DaruRa_4652,y
34,kathā́,Invariabile,,lemma_kaTA_2401,y
34,mūrdhán-,Nominalstamm,,lemma_mUrDan_6904,y
34,nítya-,Nominalstamm,,lemma_nitya_4963,y
34,prātár,Invariabile,,lemma_prAtar_6045,y
34,purástāt,Invariabile,,lemma_purastAt_5557,y
34,rétas-,Nominalstamm,,lemma_retas_7476,y
34,vīrávant-,Nominalstamm,,lemma_vIravat_8324,y
34,yathā,Invariabile,,lemma_yaTA_7040,y
34,ádābhya-,Nominalstamm,,lemma_adABya_281,y
34,ánti,Invariabile,,lemma_anti_585,y
34,ápas-,Nominalstamm,,lemma_apas_646,y
34,éva-,Nominalstamm,,lemma_eva_2316,y
34,śárdhas-,Nominalstamm,,lemma_SarDas_8694,y
34,√dhanv-,Wurzel,,lemma_Danv_4642,y
34,√śamⁱ-,Wurzel,,lemma_Sam_8659,y
33,aghá-,Nominalstamm,,lemma_aGa_114,y
33,dīrghá-,Nominalstamm,,lemma_dIrGa_4265,y
33,havyavā́h-,Nominalstamm,,lemma_havyavah_10615,y
33,rakṣás-,Nominalstamm,,lemma_rakzas_7210,y
33,svadhvará-,Nominalstamm,,lemma_svaDvara_10392,y
33,viśpáti-,Nominalstamm,,lemma_viSpati_8146,y
33,vícarṣaṇi-,Nominalstamm,,lemma_vicarzaRi_7967,y
33,áśvāvant-,Nominalstamm,1,lemma_aSvAvat_1287,y
33,áśvāvant-,Nominalstamm,2,lemma_aSvavat_1278 ,y
33,√vandⁱ-,Wurzel,,lemma_vand_7646,y
32,bahú-,Nominalstamm,,lemma_bahu_6180,y
32,jīrádānu-,Nominalstamm,,lemma_jIradAnu_3522,y
32,makṣú-,Nominalstamm,,lemma_makzu_6490,y
32,mayobhū́-,Nominalstamm,,lemma_mayoBu_6673,y
32,márya-,Nominalstamm,,lemma_marya_6697,y
32,máṃhiṣṭha-,Nominalstamm,,lemma_maMhizWa_6484,y
32,návīyaṃs-,Nominalstamm,,lemma_navIyas_4881,y
32,nā́ka-,Nominalstamm,,lemma_nAka_4902,y
32,pravát-,Nominalstamm,,lemma_pravat_5976,y
32,práśasti-,Nominalstamm,,lemma_praSasti_5995,y
32,pŕ̥t-,Nominalstamm,,lemma_pft_5741,y
32,puruṣṭutá-,Nominalstamm,,lemma_puruzwuta_5635,y
32,sumánas-,Nominalstamm,,lemma_sumanas_9898,y
32,sádam,Invariabile,,lemma_sadam_9212,y
32,árṇas-,Nominalstamm,,lemma_arRas_1051,y
32,√as- 2,Wurzel,,lemma_as_1306,y
32,√dhī-,Wurzel,,lemma_DI_4709,y
32,√hr̥- 2,Wurzel,,lemma_hary_10584,y
32,√ram-,Wurzel,,lemma_ram_7320,y
32,√rū-,Wurzel,,lemma_ru_7425,y
32,√vāś-,Wurzel,,lemma_vAS_7935,y
31,adrúh-,Nominalstamm,,lemma_adruh_332,y
31,avasyú-,Nominalstamm,,lemma_avasyu_1146,y
31,bheṣajá-,Nominalstamm,,lemma_Bezaja_6451,y
31,bhīmá-,Nominalstamm,,lemma_BIma_6379,y
31,dhiṣáṇā-,Nominalstamm,,lemma_DizaRA_4705,y
31,janitár-,Nominalstamm,,lemma_janitf_3402,y
31,náva- 2,Nominalstamm,,lemma_nava_4866,y
31,svarvíd-,Nominalstamm,,lemma_svarvid_10465,y
31,sádman-,Nominalstamm,,lemma_sadman_9226,y
31,tva-,Pronomen,,lemma_tva_3982,y
31,tán-,Nominalstamm,,lemma_tan_3637,y
31,upamá-,Nominalstamm,,lemma_upama_1950,y
31,uśíj-,Nominalstamm,,lemma_uSij_2072,y
31,vicakṣaṇá-,Nominalstamm,,lemma_vicakzaRa_7966,y
31,vyùṣṭi-,Nominalstamm,,lemma_vyuzwi_8525,y
31,vástu-,Nominalstamm,,lemma_vastu_7821,y
31,yā́ma-,Nominalstamm,,lemma_yAma_7112,y
31,ádeva-,Nominalstamm,1,lemma_adeva_302,y
31,ádeva-,Nominalstamm,2,lemma_Adeva_1513,y
31,āpí-,Nominalstamm,,lemma_Api_1538,y
31,śréṣṭha-,Nominalstamm,,lemma_SrezWa_9009,y
31,√dabh-,Wurzel,,lemma_daB_4084,y
31,√daśasy-,Wurzel,,lemma_daSasy_4141,y
31,√dru-,Wurzel,,lemma_dru_4564,y
31,√rih-,Wurzel,,lemma_rih_7421,y
31,√r̥j- 1,Wurzel,,lemma_fYj_2175,y
31,√sidh-,Wurzel,,lemma_siD_9674,y
30,aratí-,Nominalstamm,,lemma_arati_968,y
30,drapsá-,Nominalstamm,,lemma_drapsa_4535,y
30,gábhasti-,Nominalstamm,,lemma_gaBasti_2898,y
30,itás,Invariabile,,lemma_itas_1686,y
30,jaṭhára-,Nominalstamm,,lemma_jaWara_3384,y
30,jániman-,Nominalstamm,,lemma_janiman_3410,y
30,nr̥mṇá-,Nominalstamm,,lemma_nfmRa_5106,y
30,pradív-,Nominalstamm,,lemma_pradiv_5915,y
30,pāyú-,Nominalstamm,,lemma_pAyu_5438,y
30,svadhā́vant-,Nominalstamm,1,lemma_svaDAvat_10387,y
30,svadhā́vant-,Nominalstamm,2,lemma_svaDAvan_10388,y
30,sápti-,Nominalstamm,,lemma_sapti_9341,y
30,sátvan-,Nominalstamm,,lemma_satvan_9206,y
30,vayúna-,Nominalstamm,,lemma_vayuna_7685,y
30,vidyút-,Nominalstamm,,lemma_vidyut_8017,y
30,vŕ̥ka-,Nominalstamm,,lemma_vfka_8337,y
30,várivas-,Nominalstamm,,lemma_varivas_7710,y
30,ártha-,Nominalstamm,,lemma_arTa_1056,y
30,ásta-,Nominalstamm,,lemma_asta_1360,y
30,áśvya-,Nominalstamm,,lemma_aSvya_1291,y
30,śarád-,Nominalstamm,,lemma_Sarad_8683,y
30,√pat- 2,Wurzel,,lemma_pat_5187,y
30,√str̥̄-,Wurzel,,lemma_star_10223,y
30,√svar-,Wurzel,,lemma_svar_10433,y
29,bhrā́tar-,Nominalstamm,,lemma_BrAtf_6469,y
29,candrá-,Nominalstamm,,lemma_candra_3228,y
29,dvitā́,Invariabile,,lemma_dvitA_4606,y
29,gávya-,Nominalstamm,,lemma_gavya_2938,y
29,iṣirá-,Nominalstamm,,lemma_izira_1792,y
29,jāyā́-,Nominalstamm,,lemma_jAyA_3487,y
29,pŕ̥śni-,Nominalstamm,,lemma_pfSni_5784,y
29,sudā́s-,Nominalstamm,,lemma_sudAs_9792,y
29,svayám,Invariabile,,lemma_svayam_10424,y
29,sādhú-,Nominalstamm,,lemma_sADu_9626,y
29,sā́man-,Nominalstamm,,lemma_sAman_9640,y
29,vr̥kṣá-,Nominalstamm,,lemma_vfkza_8347,y
29,vŕ̥ṣṇya-,Nominalstamm,,lemma_vfzRya_8448,y
29,víṣvañc-,Nominalstamm,,lemma_vizvAc_8270,y
29,yájiṣṭha-,Nominalstamm,,lemma_yajizWa_6999,y
29,áśman-,Nominalstamm,,lemma_aSman_1237,y
29,énas-,Nominalstamm,,lemma_enas_2310,y
29,útsa-,Nominalstamm,,lemma_utsa_1889,y
29,śuná-,Nominalstamm,,lemma_Suna_8850,y
29,√diś-,Wurzel,,lemma_diS_4250,y
29,√tuj-,Wurzel,,lemma_tuj_3783,y
29,√vyadh-,Wurzel,,lemma_vyaD_8516,y
28,asuryà-,Nominalstamm,,lemma_asurya_1348,y
28,devayú-,Nominalstamm,,lemma_devayu_4459,y
28,devátāti-,Nominalstamm,,lemma_devatAti_4438,y
28,mŕ̥dh-,Nominalstamm,,lemma_mfD_6930,y
28,nyàñc-,Nominalstamm,,lemma_nyac_5147,y
28,purutrā́,Invariabile,,lemma_purutrA_5581,y
28,párijman-,Nominalstamm,,lemma_parijman_5290,y
28,pārá-,Nominalstamm,,lemma_pAra_5441,y
28,ripú-,Nominalstamm,,lemma_ripu_7408,y
28,tigmá-,Nominalstamm,,lemma_tigma_3745,y
28,usrá-,Nominalstamm,,lemma_usra_2089,y
28,vartís-,Nominalstamm,,lemma_vartis_7741,y
28,vaí,Invariabile,,lemma_vE_8485,y
28,vibhā́van-,Nominalstamm,1,lemma_viBAvan_8075,y
28,vibhā́van-,Nominalstamm,2,lemma_viBAvat_8074,y
28,vivásvant-,Nominalstamm,,lemma_vivasvan_8132,y
28,viśvā́yu-,Nominalstamm,,lemma_viSvAyu_8226,y
28,yátas,Invariabile,,lemma_yatas_7033,y
28,árvan-,Nominalstamm,1,lemma_arvat_1079,y
28,árvan-,Nominalstamm,2,lemma_arvan_1081,y
28,ávara-,Nominalstamm,,lemma_avara_1130,y
28,śuṣmín-,Nominalstamm,,lemma_Suzmin_8883,y
28,√jr̥̄- ~ jūr-,Wurzel,1,lemma_jar_3429,y
28,√jr̥̄- ~ jūr-,Wurzel,2,lemma_jur_3539,y
28,√kanⁱ-,Wurzel,,lemma_kan_2409,y
28,√myakṣ-,Wurzel,1,lemma_myakz_6974,y
28,√myakṣ-,Wurzel,2,lemma_mih_6859,y
28,√prī-,Wurzel,,lemma_prI_6085,y
28,√rabh-,Wurzel,,lemma_raB_7310,y
28,√tūr(v)- ~ tur-,Wurzel,1,lemma_tUrv_3864,y
28,√tūr(v)- ~ tur-,Wurzel,2,lemma_tur_3793,y
28,√vr̥śc-,Wurzel,,lemma_vraSc_8544,y
27,avyáya-,Nominalstamm,,lemma_avyaya_1206,y
27,bhojá-,Nominalstamm,,lemma_Boja_6454,y
27,cákṣas-,Nominalstamm,,lemma_cakzas_3193,y
27,duṣṭára-,Nominalstamm,,lemma_duzwara_4368,y
27,gharmá-,Nominalstamm,,lemma_Garma_3131,y
27,gúhya-,Nominalstamm,,lemma_guhia_3002,y
27,harít-,Nominalstamm,,lemma_harit_10559,y
27,háryaśva-,Nominalstamm,,lemma_haryaSva_10587,y
27,mandasāná-,Nominalstamm,,lemma_mandasAna_6642,y
27,máhas-,Nominalstamm,,lemma_mahas_6714,y
27,mātaríśvan-,Nominalstamm,,lemma_mAtariSvan_6772,y
27,nū́tana-,Nominalstamm,,lemma_nUtana_5082,y
27,parjánya-,Nominalstamm,,lemma_parjanya_5334,y
27,raṇvá-,Nominalstamm,,lemma_raRva_7248,y
27,sarvátāti-,Nominalstamm,,lemma_sarvatAti_9466,y
27,somapā́-,Nominalstamm,,lemma_somapA_10170,y
27,ávi-,Nominalstamm,,lemma_avi_1160,y
27,√bhrāj-,Wurzel,,lemma_BrAj_6463,y
27,√vap- 2,Wurzel,,lemma_vap_7661,y
27,√āp-,Wurzel,,lemma_Ap_1532,y
27,√īṣ-,Wurzel,,lemma_Iz_1838,y
26,amr̥tatvá-,Nominalstamm,,lemma_amftatva_907,y
26,apás-,Nominalstamm,,lemma_apas_647,y
26,arṇavá-,Nominalstamm,,lemma_arRava_1050,y
26,bhójana-,Nominalstamm,,lemma_Bojana_6455,y
26,cátuṣpad-,Nominalstamm,,lemma_catuzpad_3215,y
26,dhánur ~ dhánvan-,Nominalstamm,1,lemma_Danvan_4645,y
26,dhánur ~ dhánvan-,Nominalstamm,2,lemma_Danus_4640,y
26,dvipád-,Nominalstamm,,lemma_dvipad_4610,y
26,dívā,Invariabile,,lemma_divA_4234,y
26,dāsá-,Nominalstamm,,lemma_dAsa_4209,y
