rv_frequency,zurich_lemma,zurich_lemmatype,gra_lemma_rank,gra_lemma_id,revised (y/n)
11,turī́ya-,Nominalstamm,,lemma_turIya_3808,y
11,ucátha-,Nominalstamm,,lemma_ucaTa_1871,y
11,upári,Invariabile,,lemma_upari_1960,y
11,upāká-,Nominalstamm,,lemma_upAka_1998,y
11,vadhū́-,Nominalstamm,,lemma_vaDU_7606,y
11,vahatú-,Nominalstamm,,lemma_vahatu_7835,y
11,vasatí-,Nominalstamm,,lemma_vasati_7788,y
11,vasavyà-,Nominalstamm,,lemma_vasavya_7793,y
11,vimadá-,Nominalstamm,,lemma_vimada_8097,y
11,viśvaminvá-,Nominalstamm,,lemma_viSvaminva_8199,y
11,viśvádhāyas-,Nominalstamm,,lemma_viSvaDAyas_8183,y
11,vádhar-,Nominalstamm,,lemma_vaDar_7602,y
11,vándya-,Nominalstamm,,lemma_vand_7646,y
11,váṃsaga-,Nominalstamm,,lemma_vaMsaga_7542,y
11,víhāyas-,Nominalstamm,,lemma_vihAyas_8285,y
11,vā́r- 1,Nominalstamm,,lemma_vAr_7921,y
11,yájyu-,Nominalstamm,,lemma_yajyu_7025,y
11,yā́vant-,Nominalstamm,,lemma_yAvat_7118,y
11,ághnya-,Nominalstamm,,lemma_aGnya_123,y
11,ámr̥dhra-,Nominalstamm,,lemma_amfDra_910,y
11,ánapacyuta-,Nominalstamm,,lemma_anapacyuta_404,y
11,árbha-,Nominalstamm,,lemma_arBa_1068,y
11,ásāmi-,Nominalstamm,,lemma_asAmi_1332,y
11,áṃśa-,Nominalstamm,,lemma_aMSa_4,y
11,áṅga-,Nominalstamm,,lemma_aNga_133,y
11,íṣu-,Nominalstamm,,lemma_izu_1793,y
11,āmá-,Nominalstamm,,lemma_Ama_1556,y
11,ī,Invariabile,,lemma_Im_1829,y
11,śyāvá-,Nominalstamm,,lemma_SyAva_8939,y
11,śímīvant-,Nominalstamm,,lemma_SimIvat_8784,y
11,√dviṣ-,Wurzel,,lemma_dviz_4617,y
11,√irajy-,Wurzel,,lemma_raj_7232,y
11,√nah-,Wurzel,,lemma_nah_4895,y
11,√raṃh-,Wurzel,,lemma_raMh_7204,y
11,√skand-,Wurzel,,lemma_skad_10201,y
11,√tvíṣ-,Wurzel,,lemma_tviz_4008,y
11,√ud-,Wurzel,,lemma_ud_1892,y
11,√śramⁱ-,Wurzel,,lemma_Sram_8960,y
10,abhiśrī́-,Nominalstamm,,lemma_aBiSrI_811,y
10,amā́,Invariabile,,lemma_amA_874,y
10,apád-,Nominalstamm,,lemma_apad_625,y
10,asrídh-,Nominalstamm,,lemma_asriD_1390,y
10,auśijá-,Nominalstamm,,lemma_OSija_2372,y
10,aśvasūnr̥ta-,Nominalstamm,,lemma_aSvasUnfta_1282,y
10,bharatá-,Nominalstamm,,lemma_Barata_6316,y
10,bhayá-,Nominalstamm,,lemma_Baya_6310,y
10,báṭ,Invariabile,,lemma_baq_6136,y
10,carṣaṇīdhŕ̥t-,Nominalstamm,,lemma_carzaRIDft_3265,y
10,cyautná-,Nominalstamm,,lemma_cyOtna_3349,y
10,cyávāna-,Nominalstamm,,lemma_cyavana_3344,y
10,dabhī́ti-,Nominalstamm,,lemma_daBIti_4086,y
10,dadhikrā́van-,Nominalstamm,,lemma_daDikrAvan_4075,y
10,dúrya-,Nominalstamm,,lemma_durya_4337,y
10,ghaná-,Nominalstamm,,lemma_Gana_3127,y
10,ghr̥tásnu-,Nominalstamm,,lemma_Gftasnu_3164,y
10,giriṣṭhā́-,Nominalstamm,,lemma_girizWA_2981,y
10,gávāśir-,Nominalstamm,,lemma_gavASir_2931,y
10,havanaśrút-,Nominalstamm,,lemma_havanaSrut_10595,y
10,háras-,Nominalstamm,,lemma_haras_10552,y
10,hávīman-,Nominalstamm,,lemma_havIman_10610,y
10,jaítra-,Nominalstamm,,lemma_jEtra_3563,y
10,jiṣṇú-,Nominalstamm,,lemma_jizRu_3513,y
10,kavíkratu-,Nominalstamm,,lemma_kavikratu_2490,y
10,khá-,Nominalstamm,,lemma_Ka_2842,y
10,kukṣí-,Nominalstamm,,lemma_kukzi_2583,y
10,kuśiká-,Nominalstamm,,lemma_kuSika_2628,y
10,kṣā́man-,Nominalstamm,,lemma_kzAman_2794,y
10,mahādhaná-,Nominalstamm,,lemma_mahADana_6720,y
10,meṣá-,Nominalstamm,,lemma_meza_6960,y
10,mánurhita-,Nominalstamm,,lemma_manurhita_6610,y
10,múhur,Invariabile,,lemma_muhur_6893,y
10,namasyà-,Nominalstamm,,lemma_namasyA_4848,y
10,niṇyá-,Nominalstamm,,lemma_niRya_4959,y
10,nr̥máṇas-,Nominalstamm,,lemma_nfmaRas_5102,y
10,nr̥tú-,Nominalstamm,,lemma_nftu_5091,y
10,nr̥ṣā́hya-,Nominalstamm,,lemma_nfzAhya_5122,y
10,nákṣatra-,Nominalstamm,,lemma_nakzatra_4804,y
10,néma-,Nominalstamm,,lemma_nema_5132,y
10,padvánt-,Nominalstamm,,lemma_padvat_5234,y
10,pakṣá-,Nominalstamm,,lemma_pakza_5157,y
10,parāká-,Nominalstamm,,lemma_parAka_5274,y
10,pastyā̀-,Nominalstamm,,lemma_pastyA_5402,y
10,praketá-,Nominalstamm,,lemma_praketa_5839,y
10,prācī́na-,Nominalstamm,,lemma_prAcIna_6041,y
10,pŕ̥śnimātar-,Nominalstamm,,lemma_pfSnimAtf_5789,y
10,purubhuj-,Nominalstamm,,lemma_puruBuj_5606,y
10,páritakmya-,Nominalstamm,,lemma_paritakmya_5292,y
10,pāvakáśocis-,Nominalstamm,,lemma_pAvakaSocis_5457,y
10,pā́śa-,Nominalstamm,,lemma_pASa_5463,y
10,rasā́-,Nominalstamm,,lemma_rasA_7347,y
10,rathín-,Nominalstamm,,lemma_raTin_7278,y
10,ratnadhā́-,Nominalstamm,,lemma_ratnaDA_7253,y
10,rāṣṭrá-,Nominalstamm,,lemma_rAzwra_7394,y
10,r̥tāyú-,Nominalstamm,,lemma_ftAyu_2213,y
10,r̥ṇá-,Nominalstamm,,lemma_fRa_2176,y
10,sabardúgha-,Nominalstamm,,lemma_sabarduGa_9348,y
10,sadāsā́-,Nominalstamm,,lemma_sadAsA_9222,y
10,sahasyà-,Nominalstamm,,lemma_sahasya_9532,y
10,sakhitvá-,Nominalstamm,,lemma_saKitva_9113,y
10,sapátnī-,Nominalstamm,,lemma_sapatnI_9308,y
10,savá- 1,Nominalstamm,,lemma_sava_9479,y
10,sthātár-,Nominalstamm,,lemma_sTAtf_10271,y
10,sthā́tar-,Nominalstamm,,lemma_sTAtf_10272,y
10,sukr̥tyā́-,Nominalstamm,,lemma_sukftyA_9711,y
10,sunīthá-,Nominalstamm,,lemma_sunITa_9826,y
10,supārá-,Nominalstamm,,lemma_supAra_9837,y
10,suśastí-,Nominalstamm,,lemma_suSasti_9991,y
10,syoná-,Nominalstamm,,lemma_syona_10341,y
10,sáhaskr̥ta-,Nominalstamm,,lemma_sahaskfta_9530,y
10,sámmiśla-,Nominalstamm,,lemma_sammiSla_9423,y
10,sásni-,Nominalstamm,,lemma_sasni_9498,y
10,sújāta-,Nominalstamm,,lemma_sujAta_9751,y
10,súmakha-,Nominalstamm,,lemma_sumaKa_9889,y
10,trivandhurá-,Nominalstamm,,lemma_trivanDura_3953,y
10,tuvidyumná-,Nominalstamm,,lemma_tuvidyumna_3828,y
10,udaká-,Nominalstamm,,lemma_udaka_1893,y
10,uṣā́sānáktā-,Nominalstamm,,lemma_uzAsAnaktA_2083,y
10,varivovíd-,Nominalstamm,,lemma_varivovid_7715,y
10,vaśín-,Nominalstamm,,lemma_vaSin_7777,y
10,vimócana-,Nominalstamm,,lemma_vimocana_8109,y
10,viśvádarśata-,Nominalstamm,,lemma_viSvadarSata_8174,y
10,viśvádeva-,Nominalstamm,,lemma_viSvadeva_8177,y
10,viśvájanya-,Nominalstamm,,lemma_viSvajanya_8160,y
10,viṃśatí-,Nominalstamm,,lemma_viMSati_7953,y
10,vr̥ṣā́kapi-,Nominalstamm,,lemma_vfzAkapi_8434,y
10,váhiṣṭha-,Nominalstamm,,lemma_vahizWa_7836,y
10,víṣurūpa-,Nominalstamm,,lemma_vizurUpa_8246,y
10,vājasā́tama-,Nominalstamm,,lemma_vAjasA_7874,y
10,yajátha-,Nominalstamm,,lemma_yajaTa_6997,y
10,áchidra-,Nominalstamm,,lemma_aCidra_163,y
10,ájman-,Nominalstamm,,lemma_ajman_203,y
10,ánedya-,Nominalstamm,,lemma_anedya_563,y
10,ápūrvya-,Nominalstamm,,lemma_apUrvya_689,y
10,ásama-,Nominalstamm,,lemma_asama_1320,y
10,ásu-,Nominalstamm,,lemma_asu_1339,y
10,áyajvan-,Nominalstamm,,lemma_ayajvan_926,y
10,āptyá-,Nominalstamm,,lemma_Aptya_1543,y
10,āśás-,Nominalstamm,,lemma_ASas_1624,y
10,īḷénya-,Nominalstamm,,lemma_Iqenya_1826,y
10,śagmá-,Nominalstamm,,lemma_Sagma_8577,y
10,śaktí-,Nominalstamm,,lemma_Sakti_8571,y
10,śravasyà-,Nominalstamm,,lemma_SravasyA_8971,y
10,śurúdh-,Nominalstamm,,lemma_SuruD_8871,y
10,śéva-,Nominalstamm,,lemma_Seva_8907,y
10,√ amⁱ-,Wurzel,,lemma_am_853,y
10,√cat-,Wurzel,,lemma_cat_3199,y
10,√idh- 2,Wurzel,,lemma_eD_2304,y
10,√mathⁱ-,Wurzel,,lemma_maT_6527,y
10,√mr̥ṣ-,Wurzel,,lemma_mfz_6936,y
10,√mud-,Wurzel,,lemma_mud_6873,y
10,√sphr̥̄-,Wurzel,,lemma_sPur_10316,y
10,√sr̥p-,Wurzel,,lemma_sfp_10137,y
10,√tuś-,Wurzel,1,lemma_tuS_3852,y
10,√tuś-,Wurzel,2,lemma_tuS_3853,y
10,√uṣ-,Wurzel,,lemma_uz_2075,y
10,√vrādh-,Wurzel,,lemma_vrAD_8552,y
